frame,elapsed_s,zoom,render_us,diff_us,encode_us,reset_us,total_us,interval_us,bytes,changed_cells,glyph_changes,color_only_changes
31,1.240000,0.413333,3633.165,107.722,169.488,4.390,3914.765,0.000,66103,3337,3184,153
32,1.280000,0.426667,3365.919,132.974,186.110,4.342,3689.345,0.000,69389,3483,3372,111
33,1.320000,0.440000,4018.796,143.715,227.579,3.751,4393.841,0.000,70488,3571,3478,93
34,1.360000,0.453333,3573.860,98.445,170.829,3.562,3846.696,0.000,71541,3611,3496,115
35,1.400000,0.466667,3401.338,96.869,164.750,3.553,3666.510,0.000,73205,3627,3538,89
36,1.440000,0.480000,3938.856,110.566,180.699,3.882,4234.003,0.000,74076,3687,3576,111
37,1.480000,0.493333,3920.568,122.770,204.850,4.707,4252.895,0.000,74296,3683,3589,94
38,1.520000,0.506667,3698.288,99.199,175.798,3.580,3976.865,0.000,75463,3708,3609,99
39,1.560000,0.520000,3460.748,100.816,172.059,3.556,3737.179,0.000,76494,3748,3641,107
40,1.600000,0.533333,3608.814,138.221,210.198,4.363,3961.596,0.000,75882,3766,3653,113
41,1.640000,0.546667,4141.640,143.727,213.878,4.672,4503.917,0.000,76010,3827,3723,104
42,1.680000,0.560000,3882.130,118.454,171.683,3.590,4175.857,0.000,76686,3829,3741,88
43,1.720000,0.573333,4010.829,135.656,212.161,4.618,4363.264,0.000,77248,3855,3764,91
44,1.760000,0.586667,3702.687,103.208,180.304,3.581,3989.780,0.000,82269,4026,3894,132
45,1.800000,0.600000,3546.284,99.636,172.004,3.552,3821.476,0.000,78594,4055,3951,104
46,1.840000,0.613333,3884.565,104.619,221.696,4.497,4215.377,0.000,80220,4056,3943,113
47,1.880000,0.626667,4299.837,114.659,197.707,4.273,4616.476,0.000,79951,4051,3919,132
48,1.920000,0.640000,3931.071,105.678,157.964,3.573,4198.286,0.000,77357,4111,3978,133
49,1.960000,0.653333,3693.952,99.321,158.632,3.572,3955.477,0.000,76189,4170,4026,144
50,2.000000,0.666667,3711.838,99.782,219.623,5.014,4036.257,0.000,76633,4160,3999,161
51,2.040000,0.680000,4044.012,102.749,193.510,3.977,4344.248,0.000,73051,4183,4052,131
52,2.080000,0.693333,3824.588,98.555,164.879,3.575,4091.597,0.000,73277,4197,4049,148
53,2.120000,0.706667,3637.168,99.134,164.786,3.547,3904.635,0.000,72531,4221,4062,159
54,2.160000,0.720000,3701.115,112.351,189.923,3.586,4006.975,0.000,71802,4248,4052,196
55,2.200000,0.733333,3818.437,99.269,169.324,3.618,4090.648,0.000,71459,4288,4114,174
56,2.240000,0.746667,3777.009,111.857,181.966,3.567,4074.399,0.000,72716,4251,4102,149
57,2.280000,0.760000,7124.100,101.113,168.438,3.548,7397.199,0.000,71449,4278,4110,168
58,2.320000,0.773333,6799.067,97.881,170.384,3.602,7070.934,0.000,73734,4319,4156,163
59,2.360000,0.786667,6853.231,115.049,191.616,4.378,7164.274,0.000,75136,4332,4123,209
60,2.400000,0.800000,6843.912,96.752,157.074,3.574,7101.312,0.000,71698,4370,4149,221
61,2.440000,0.813333,6506.448,97.562,151.455,3.561,6759.026,0.000,66886,4303,4007,296
62,2.480000,0.826667,6573.062,96.977,144.712,3.559,6818.310,0.000,59990,4180,3864,316
63,2.520000,0.840000,6649.913,117.927,144.916,3.545,6916.301,0.000,52591,4056,3709,347
64,2.560000,0.853333,7121.926,125.375,138.431,4.650,7390.382,0.000,42804,3790,3493,297
65,2.600000,0.866667,7375.075,132.472,120.799,3.569,7631.915,0.000,37341,3485,3237,248
66,2.640000,0.880000,6566.407,99.921,83.869,3.572,6753.769,0.000,33641,3418,3198,220
67,2.680000,0.893333,6843.419,97.954,79.016,3.563,7023.952,0.000,32010,3151,2958,193
68,2.720000,0.906667,6808.800,99.583,76.382,3.580,6988.345,0.000,30544,2910,2719,191
69,2.760000,0.920000,7069.727,113.183,74.037,3.997,7260.944,0.000,27958,2571,2357,214
70,2.800000,0.933333,7220.412,102.993,81.550,4.304,7409.259,0.000,25820,2374,2194,180
71,2.840000,0.946667,7427.042,93.136,63.850,3.571,7587.599,0.000,26920,1971,1732,239
72,2.880000,0.960000,6586.917,93.310,64.009,3.575,6747.811,0.000,24771,1910,1702,208
73,2.920000,0.973333,6851.385,99.649,44.161,4.071,6999.266,0.000,15453,1310,1164,146
74,2.960000,0.986667,6981.992,83.646,56.847,3.576,7126.061,0.000,24425,1949,1842,107
75,3.000000,1.000000,2540.326,76.686,22.494,3.547,2643.053,0.000,8726,1097,1034,63
76,3.040000,0.986667,6511.403,79.179,11.863,3.934,6606.379,0.000,4090,617,590,27
77,3.080000,0.973333,6868.167,93.050,58.767,3.561,7023.545,0.000,23663,2095,1896,199
78,3.120000,0.960000,6826.167,92.880,56.423,3.946,6979.416,0.000,21375,1734,1538,196
79,3.160000,0.946667,6680.162,99.321,61.287,3.856,6844.626,0.000,21055,1728,1424,304
80,3.200000,0.933333,7197.307,96.345,71.082,3.572,7368.306,0.000,29737,2405,2149,256
81,3.240000,0.920000,6507.781,95.286,60.521,3.571,6667.159,0.000,23907,2352,2112,240
82,3.280000,0.906667,7604.814,121.685,65.637,3.578,7795.714,0.000,26477,2304,2155,149
83,3.320000,0.893333,6521.967,97.002,76.098,3.478,6698.545,0.000,30557,2983,2819,164
84,3.360000,0.880000,6532.370,98.139,83.159,3.581,6717.249,0.000,33762,3078,2918,160
85,3.400000,0.866667,6700.295,117.284,113.786,4.452,6935.817,0.000,35772,3376,3197,179
86,3.440000,0.853333,7251.570,98.483,111.569,3.580,7465.202,0.000,43915,3597,3371,226
87,3.480000,0.840000,6680.764,133.564,157.546,4.616,6976.490,0.000,50693,3745,3494,251
88,3.520000,0.826667,7341.936,97.730,135.456,3.500,7578.622,0.000,61144,4028,3660,368
89,3.560000,0.813333,7400.969,107.382,159.976,3.563,7671.890,0.000,68634,4128,3795,333
90,3.600000,0.800000,6967.470,105.154,169.704,4.371,7246.699,0.000,71261,4256,3964,292
91,3.640000,0.786667,6866.191,116.504,170.187,3.673,7156.555,0.000,73162,4355,4099,256
92,3.680000,0.773333,6948.696,100.340,166.708,3.560,7219.304,0.000,73140,4308,4091,217
93,3.720000,0.760000,6560.648,111.839,176.400,3.835,6852.722,0.000,72485,4315,4132,183
94,3.760000,0.746667,4040.530,108.041,198.320,3.988,4350.879,0.000,73404,4281,4095,186
95,3.800000,0.733333,3988.680,117.266,206.635,4.626,4317.207,0.000,72620,4270,4099,171
96,3.840000,0.720000,4158.481,109.946,163.926,3.564,4435.917,0.000,71065,4262,4082,180
97,3.880000,0.706667,3647.411,99.878,163.628,3.571,3914.488,0.000,72937,4214,4033,181
98,3.920000,0.693333,3680.738,98.505,164.643,3.568,3947.454,0.000,73276,4230,4039,191
99,3.960000,0.680000,3792.018,107.682,160.641,3.665,4064.006,0.000,73443,4175,4027,148
100,4.000000,0.666667,4389.034,102.995,166.250,3.573,4661.852,0.000,75396,4167,4021,146
101,4.040000,0.653333,3620.856,100.498,170.434,3.487,3895.275,0.000,76340,4176,4021,155
102,4.080000,0.640000,3787.721,127.172,228.803,4.687,4148.383,0.000,78073,4096,3944,152
103,4.120000,0.626667,3811.297,99.940,172.046,3.574,4086.857,0.000,79272,4089,3976,113
104,4.160000,0.613333,3565.046,101.190,176.620,3.567,3846.423,0.000,78654,4050,3920,130
105,4.200000,0.600000,3554.944,99.688,179.710,3.555,3837.897,0.000,80847,4040,3929,111
106,4.240000,0.586667,3532.016,103.113,181.541,3.487,3820.157,0.000,81472,4051,3929,122
107,4.280000,0.573333,3702.973,104.435,171.908,3.661,3982.977,0.000,76286,4044,3918,126
108,4.320000,0.560000,3886.131,126.426,191.839,3.785,4208.181,0.000,77527,3906,3801,105
109,4.360000,0.546667,3901.135,116.187,201.447,4.402,4223.171,0.000,76410,3879,3785,94
110,4.400000,0.533333,3929.939,102.044,175.559,4.171,4211.713,0.000,75027,3808,3715,93
111,4.440000,0.520000,3644.673,100.574,180.825,3.566,3929.638,0.000,76292,3754,3657,97
112,4.480000,0.506667,3438.852,101.760,166.352,3.562,3710.526,0.000,74443,3761,3662,99
113,4.520000,0.493333,3670.331,101.506,170.647,3.558,3946.042,0.000,74633,3768,3666,102
114,4.560000,0.480000,3744.724,121.207,213.598,4.823,4084.352,0.000,73051,3715,3648,67
115,4.600000,0.466667,3714.309,98.872,158.932,3.461,3975.574,0.000,69521,3649,3557,92
116,4.640000,0.453333,3358.976,98.023,159.551,3.587,3620.137,0.000,69049,3539,3437,102
117,4.680000,0.440000,3345.595,99.060,163.868,3.575,3612.098,0.000,67920,3551,3457,94
118,4.720000,0.426667,3166.284,99.804,155.306,3.565,3424.959,0.000,66663,3553,3462,91
119,4.760000,0.413333,3002.625,98.330,147.395,3.573,3251.923,0.000,63974,3398,3296,102
120,4.800000,0.400000,2822.605,98.270,143.075,5.926,3069.876,0.000,62413,3249,3099,150
121,4.840000,0.386667,2869.835,94.673,133.347,3.744,3101.599,0.000,59429,3159,2992,167
122,4.880000,0.373333,2588.305,109.194,152.259,4.315,2854.073,0.000,55154,3026,2827,199
123,4.920000,0.360000,2165.657,90.850,127.512,3.474,2387.493,0.000,53279,2824,2655,169
124,4.960000,0.346667,1666.704,90.602,122.900,3.493,1883.699,0.000,50663,2636,2463,173
125,5.000000,0.333333,1493.009,93.612,121.113,3.565,1711.299,0.000,48693,2563,2383,180
126,5.040000,0.320000,1180.989,122.972,135.918,4.163,1444.042,0.000,45505,2480,2288,192
127,5.080000,0.306667,832.016,91.690,108.240,3.562,1035.508,0.000,44450,2467,2276,191
128,5.120000,0.293333,638.377,91.110,99.404,3.585,832.476,0.000,42582,2404,2176,228
129,5.160000,0.280000,640.853,90.596,101.786,3.571,836.806,0.000,40500,2298,2025,273
130,5.200000,0.266667,628.082,85.382,101.794,3.978,819.236,0.000,39563,2259,2007,252
131,5.240000,0.253333,718.668,95.836,95.138,3.778,913.420,0.000,36871,2163,1952,211
132,5.280000,0.240000,723.003,90.546,98.330,3.663,915.542,0.000,36711,2176,1974,202
133,5.320000,0.226667,699.974,84.529,81.586,3.567,869.656,0.000,34633,2156,1895,261
134,5.360000,0.213333,627.302,82.358,80.012,3.590,793.262,0.000,34770,2038,1789,249
135,5.400000,0.200000,799.359,138.822,92.817,4.298,1035.296,0.000,33734,2060,1818,242
136,5.440000,0.186667,704.563,98.373,97.686,4.123,904.745,0.000,31979,2002,1742,260
137,5.480000,0.173333,684.596,87.582,79.185,3.586,854.949,0.000,31923,1967,1692,275
138,5.520000,0.160000,598.144,79.878,79.153,3.593,760.768,0.000,30351,1999,1719,280
139,5.560000,0.146667,588.103,77.048,80.868,3.584,749.603,0.000,30054,1887,1610,277
140,5.600000,0.133333,588.874,75.573,72.622,3.572,740.641,0.000,28694,1791,1528,263
141,5.640000,0.120000,587.109,76.642,66.974,3.583,734.308,0.000,27019,1751,1465,286
142,5.680000,0.106667,584.098,74.280,64.539,3.571,726.488,0.000,25075,1686,1404,282
143,5.720000,0.093333,583.507,82.358,77.431,3.950,747.246,0.000,25822,1722,1441,281
144,5.760000,0.080000,588.321,74.830,66.579,3.570,733.300,0.000,25813,1712,1418,294
145,5.800000,0.066667,581.766,73.575,58.441,3.570,717.352,0.000,25006,1684,1388,296
146,5.840000,0.053333,569.334,74.256,62.389,3.481,709.460,0.000,23881,1657,1370,287
147,5.880000,0.040000,560.589,72.906,60.929,3.583,698.007,0.000,23050,1606,1327,279
148,5.920000,0.026667,562.609,72.306,58.175,3.578,696.668,0.000,22625,1621,1339,282
149,5.960000,0.013333,560.321,73.728,60.834,3.569,698.452,0.000,23049,1564,1279,285
