frame,elapsed_s,zoom,render_us,diff_us,encode_us,reset_us,total_us,interval_us,bytes,changed_cells,glyph_changes,color_only_changes
48,1.920000,0.640000,12959.516,425.855,666.243,13.923,14065.537,0.000,315640,16551,15983,568
49,1.960000,0.653333,13327.111,404.482,606.169,14.008,14351.770,0.000,310977,16628,16044,584
50,2.000000,0.666667,13200.993,446.259,691.667,15.046,14353.965,0.000,303405,16816,16227,589
51,2.040000,0.680000,13028.441,416.462,725.964,15.985,14186.852,0.000,298443,16868,16260,608
52,2.080000,0.693333,13204.636,404.815,629.946,13.882,14253.279,0.000,289844,17069,16432,637
53,2.120000,0.706667,13052.001,469.981,634.476,14.022,14170.480,0.000,283265,17118,16511,607
54,2.160000,0.720000,13115.385,440.514,690.507,15.466,14261.872,0.000,283609,17226,16557,669
55,2.200000,0.733333,13193.903,414.202,643.096,14.724,14265.925,0.000,283133,17210,16474,736
56,2.240000,0.746667,14112.063,401.816,580.616,13.876,15108.371,0.000,283798,17349,16648,701
57,2.280000,0.760000,24125.672,398.952,740.329,14.385,25279.338,0.000,288455,17309,16542,767
58,2.320000,0.773333,24449.012,440.057,713.046,16.303,25618.418,0.000,292043,17422,16597,825
59,2.360000,0.786667,23911.117,443.978,759.481,17.518,25132.094,0.000,291504,17339,16425,914
60,2.400000,0.800000,24894.789,391.913,615.733,13.886,25916.321,0.000,284576,17386,16403,983
61,2.440000,0.813333,23967.185,393.937,574.374,14.007,24949.503,0.000,267397,17126,15856,1270
62,2.480000,0.826667,24839.089,411.571,618.016,13.917,25882.593,0.000,237918,16703,15279,1424
63,2.520000,0.840000,24853.604,418.397,469.732,16.525,25758.258,0.000,201971,16190,14731,1459
64,2.560000,0.853333,23978.743,430.911,449.006,14.132,24872.792,0.000,170835,15398,14192,1206
65,2.600000,0.866667,23821.574,386.813,329.020,13.955,24551.362,0.000,148042,14509,13422,1087
66,2.640000,0.880000,24005.257,422.710,341.289,15.809,24785.065,0.000,127408,13411,12438,973
67,2.680000,0.893333,24186.870,397.883,273.453,14.508,24872.714,0.000,111478,12248,11503,745
68,2.720000,0.906667,23874.525,390.559,238.794,14.184,24518.062,0.000,94975,10744,10186,558
69,2.760000,0.920000,23428.420,381.690,189.188,13.888,24013.186,0.000,80990,9088,8767,321
70,2.800000,0.933333,23644.288,360.671,164.766,14.108,24183.833,0.000,71842,6998,6764,234
71,2.840000,0.946667,24445.774,347.368,125.609,14.271,24933.022,0.000,59867,5392,5192,200
72,2.880000,0.960000,23568.646,331.037,101.807,14.389,24015.879,0.000,45730,3913,3756,157
73,2.920000,0.973333,24193.071,378.331,61.183,15.729,24648.314,0.000,28737,2400,2311,89
74,2.960000,0.986667,23912.736,319.845,32.165,14.336,24279.082,0.000,14768,1229,1168,61
75,3.000000,1.000000,10745.106,290.558,15.390,14.322,11065.376,0.000,4923,376,349,27
76,3.040000,0.986667,24619.844,291.003,13.346,16.991,24941.184,0.000,4254,349,322,27
77,3.080000,0.973333,25273.043,323.339,41.398,15.300,25653.080,0.000,14481,1175,1108,67
78,3.120000,0.960000,24679.390,315.857,68.391,17.706,25081.344,0.000,29365,2344,2243,101
79,3.160000,0.946667,25216.688,350.112,93.600,14.257,25674.657,0.000,46885,3895,3750,145
80,3.200000,0.933333,23739.612,360.928,128.484,14.995,24244.019,0.000,62459,5476,5288,188
81,3.240000,0.920000,23705.993,360.744,161.808,15.063,24243.608,0.000,73662,6972,6756,216
82,3.280000,0.906667,23464.966,377.706,210.440,14.682,24067.794,0.000,87959,9083,8804,279
83,3.320000,0.893333,23636.382,401.241,258.175,13.965,24309.763,0.000,109528,10715,10226,489
84,3.360000,0.880000,23683.551,395.829,309.501,14.124,24403.005,0.000,129211,12392,11650,742
85,3.400000,0.866667,23965.892,387.383,352.716,13.936,24719.927,0.000,152134,13503,12515,988
86,3.440000,0.853333,23982.326,405.473,392.157,13.905,24793.861,0.000,173787,14571,13503,1068
87,3.480000,0.840000,23565.281,388.350,470.404,13.939,24437.974,0.000,205303,15475,14296,1179
88,3.520000,0.826667,23692.547,436.990,599.412,15.874,24744.823,0.000,242964,16173,14802,1371
89,3.560000,0.813333,23897.093,436.003,596.504,13.990,24943.590,0.000,268708,16775,15343,1432
90,3.600000,0.800000,23838.843,395.637,636.161,14.009,24884.650,0.000,286286,17064,15838,1226
91,3.640000,0.786667,23596.318,408.605,626.273,14.291,24645.487,0.000,295168,17351,16376,975
92,3.680000,0.773333,23504.359,399.760,614.334,13.863,24532.316,0.000,292738,17379,16532,847
93,3.720000,0.760000,24162.144,413.909,637.586,14.016,25227.655,0.000,293236,17415,16588,827
94,3.760000,0.746667,13508.283,398.397,624.961,14.553,14546.194,0.000,284436,17357,16614,743
95,3.800000,0.733333,13574.861,394.178,621.816,14.390,14605.245,0.000,286006,17311,16601,710
96,3.840000,0.720000,13482.231,435.538,636.168,15.143,14569.080,0.000,285003,17194,16532,662
97,3.880000,0.706667,13566.393,402.423,623.622,15.638,14608.076,0.000,285397,17192,16532,660
98,3.920000,0.693333,13495.789,406.635,595.375,14.057,14511.856,0.000,291460,17170,16584,586
99,3.960000,0.680000,13580.323,403.519,634.440,14.424,14632.706,0.000,295431,17060,16468,592
100,4.000000,0.666667,13481.918,444.474,687.278,16.473,14630.143,0.000,300410,16881,16300,581
101,4.040000,0.653333,13446.181,415.552,678.666,14.384,14554.783,0.000,301366,16743,16131,612
102,4.080000,0.640000,13571.533,409.909,706.157,15.712,14703.311,0.000,309711,16639,16045,594
103,4.120000,0.626667,13664.967,443.285,671.039,16.104,14795.395,0.000,315256,16569,15947,622
104,4.160000,0.613333,13185.049,421.541,704.060,15.704,14326.354,0.000,314068,16447,15912,535
105,4.200000,0.600000,13051.511,409.772,661.394,14.109,14136.786,0.000,314180,16428,15935,493
106,4.240000,0.586667,12389.815,433.187,634.825,14.221,13472.048,0.000,299327,16359,16016,343
107,4.280000,0.573333,12809.656,414.369,705.019,14.082,13943.126,0.000,311125,16153,15822,331
108,4.320000,0.560000,12825.960,432.081,647.991,14.918,13920.950,0.000,307101,15988,15616,372
109,4.360000,0.546667,12941.781,405.038,638.283,14.231,13999.333,0.000,305225,15869,15483,386
110,4.400000,0.533333,12855.695,410.496,696.572,14.247,13977.010,0.000,302508,15800,15369,431
111,4.440000,0.520000,12991.181,405.309,598.719,14.000,14009.209,0.000,300671,15550,15167,383
112,4.480000,0.506667,12984.891,405.130,609.207,13.973,14013.201,0.000,297027,15431,15042,389
113,4.520000,0.493333,12950.969,407.791,643.232,13.950,14015.942,0.000,293653,15373,15011,362
114,4.560000,0.480000,12629.210,406.503,689.578,13.872,13739.163,0.000,291527,15326,14928,398
115,4.600000,0.466667,12697.570,396.500,619.422,14.295,13727.787,0.000,288857,15185,14821,364
116,4.640000,0.453333,12906.090,397.905,640.857,13.882,13958.734,0.000,279334,14956,14412,544
117,4.680000,0.440000,12426.642,402.059,608.031,14.390,13451.122,0.000,275332,14898,14522,376
118,4.720000,0.426667,11867.390,403.734,602.866,16.530,12890.520,0.000,267417,14629,14230,399
119,4.760000,0.413333,11571.788,402.909,577.770,17.042,12569.509,0.000,256594,14188,13697,491
120,4.800000,0.400000,10542.987,398.138,535.697,13.854,11490.676,0.000,251493,13810,13237,573
121,4.840000,0.386667,9803.515,385.668,529.868,13.919,10732.970,0.000,242608,13414,12782,632
122,4.880000,0.373333,8508.788,370.219,501.184,13.883,9394.074,0.000,231645,12805,12152,653
123,4.920000,0.360000,7576.054,368.381,481.610,13.943,8439.988,0.000,222241,12129,11467,662
124,4.960000,0.346667,6283.638,371.328,488.368,13.856,7157.190,0.000,205902,11540,10874,666
125,5.000000,0.333333,5638.905,369.180,455.874,14.318,6478.277,0.000,195276,11086,10446,640
126,5.040000,0.320000,4359.494,374.247,448.798,13.863,5196.402,0.000,188455,11143,10401,742
127,5.080000,0.306667,3063.211,366.885,418.258,13.888,3862.242,0.000,179356,11005,10307,698
128,5.120000,0.293333,2394.279,364.660,407.493,14.175,3180.607,0.000,169328,10751,9897,854
129,5.160000,0.280000,2348.290,358.144,404.139,14.106,3124.679,0.000,166048,10606,9624,982
130,5.200000,0.266667,2363.518,347.766,362.157,15.325,3088.766,0.000,163846,10608,9724,884
131,5.240000,0.253333,2305.947,351.799,378.027,15.797,3051.570,0.000,161286,10727,9680,1047
132,5.280000,0.240000,2377.653,351.067,394.192,16.850,3139.762,0.000,157901,10582,9524,1058
133,5.320000,0.226667,2451.840,346.914,367.670,15.437,3181.861,0.000,151976,10457,9537,920
134,5.360000,0.213333,2370.719,344.184,377.581,14.404,3106.888,0.000,151647,10363,9393,970
135,5.400000,0.200000,2361.683,348.261,363.953,14.194,3088.091,0.000,145006,10270,9298,972
136,5.440000,0.186667,2397.902,367.293,357.664,17.111,3139.970,0.000,140994,10292,9394,898
137,5.480000,0.173333,2531.816,327.627,342.913,15.993,3218.349,0.000,134180,10158,9250,908
138,5.520000,0.160000,2310.709,327.918,338.548,14.417,2991.592,0.000,134787,10009,9116,893
139,5.560000,0.146667,2295.087,326.307,326.921,14.228,2962.543,0.000,125205,9877,8911,966
140,5.600000,0.133333,2288.369,325.764,294.889,14.106,2923.128,0.000,126414,9607,8654,953
141,5.640000,0.120000,2297.306,326.338,315.524,15.972,2955.140,0.000,119311,9428,8460,968
142,5.680000,0.106667,2341.663,473.361,324.369,14.578,3153.971,0.000,112341,9174,8240,934
143,5.720000,0.093333,2299.870,317.777,298.158,14.760,2930.565,0.000,113920,9115,8161,954
144,5.760000,0.080000,2246.047,309.156,278.251,14.367,2847.821,0.000,108535,8987,8007,980
145,5.800000,0.066667,2232.095,305.878,271.014,14.265,2823.252,0.000,103129,8785,7885,900
146,5.840000,0.053333,2219.140,298.064,264.748,14.298,2796.250,0.000,102253,8700,7701,999
147,5.880000,0.040000,2218.137,304.677,237.624,14.445,2774.883,0.000,99134,8553,7564,989
148,5.920000,0.026667,2219.607,296.565,249.359,14.243,2779.774,0.000,98116,8623,7647,976
149,5.960000,0.013333,2247.298,322.206,260.974,13.902,2844.380,0.000,97954,8676,7628,1048
