mode,variant,build,fps,frame,width,height,phase,direction,interval_us,widget_us,output_us,reset_us,total_us,diff_probe_us,changed_cells,ansi_bytes,write_calls
bench,platoon,release,25,50,240,80,0.666667,in,0.000,6960.271,1283.472,13.574,8257.317,461.245,13526,338687,190243
bench,platoon,release,25,51,240,80,0.680000,in,0.000,7050.877,1176.956,13.462,8241.295,455.507,13929,345740,193656
bench,platoon,release,25,52,240,80,0.693333,in,0.000,8556.315,1202.351,13.531,9772.197,417.805,14319,357230,199625
bench,platoon,release,25,53,240,80,0.706667,in,0.000,7862.925,1326.244,14.338,9203.507,523.278,14689,365464,203917
bench,platoon,release,25,54,240,80,0.720000,in,0.000,9211.379,1193.754,14.606,10419.739,442.962,14851,366452,204275
bench,platoon,release,25,55,240,80,0.733333,in,0.000,9163.418,1446.050,13.625,10623.093,414.911,14941,359927,200701
bench,platoon,release,25,56,240,80,0.746667,in,0.000,10168.309,1135.943,13.701,11317.953,412.055,15242,356851,198193
bench,platoon,release,25,57,240,80,0.760000,in,0.000,16854.932,1173.491,20.836,18049.259,564.316,15567,345743,191384
bench,platoon,release,25,58,240,80,0.773333,in,0.000,17065.294,1363.665,14.944,18443.903,435.858,15797,344627,190490
bench,platoon,release,25,59,240,80,0.786667,in,0.000,17842.605,1110.837,13.564,18967.006,412.893,15962,338234,185982
bench,platoon,release,25,60,240,80,0.800000,in,0.000,18188.448,1302.959,15.100,19506.507,491.814,15888,336821,184855
bench,platoon,release,25,61,240,80,0.813333,in,0.000,19956.937,1123.582,14.530,21095.049,450.880,15757,321133,174643
bench,platoon,release,25,62,240,80,0.826667,in,0.000,18817.886,1112.422,14.437,19944.745,407.155,15402,305679,165813
bench,platoon,release,25,63,240,80,0.840000,in,0.000,20974.946,1045.457,14.184,22034.587,418.411,15355,277416,149008
bench,platoon,release,25,64,240,80,0.853333,in,0.000,21242.270,1010.415,14.317,22267.002,407.622,14616,272555,146776
bench,platoon,release,25,65,240,80,0.866667,in,0.000,22673.130,1059.024,13.535,23745.689,401.302,14900,262575,140438
bench,platoon,release,25,66,240,80,0.880000,in,0.000,21115.431,986.364,13.559,22115.354,402.943,13805,247013,132473
bench,platoon,release,25,67,240,80,0.893333,in,0.000,21118.122,920.449,13.407,22051.978,416.561,12394,232906,125334
bench,platoon,release,25,68,240,80,0.906667,in,0.000,22715.384,973.632,15.002,23704.018,426.432,11993,220567,118283
bench,platoon,release,25,69,240,80,0.920000,in,0.000,23119.637,842.838,15.409,23977.884,466.969,10741,191356,102637
bench,platoon,release,25,70,240,80,0.933333,in,0.000,23328.452,721.921,13.621,24063.994,388.762,9360,154322,82443
bench,platoon,release,25,71,240,80,0.946667,in,0.000,23646.258,683.228,13.571,24343.057,365.610,7402,135857,73214
bench,platoon,release,25,72,240,80,0.960000,in,0.000,23860.954,529.042,13.904,24403.900,329.085,4500,83134,45157
bench,platoon,release,25,73,240,80,0.973333,in,0.000,24210.671,446.081,13.805,24670.557,311.124,2756,57362,31326
bench,platoon,release,25,74,240,80,0.986667,in,0.000,23631.189,363.478,13.521,24008.188,296.576,1725,26904,14554
bench,platoon,release,25,75,240,80,1.000000,out,0.000,20787.137,457.610,14.957,21259.704,314.396,3449,60475,32655
bench,platoon,release,25,76,240,80,0.986667,out,0.000,23737.352,479.108,13.539,24229.999,302.472,2964,55524,30024
bench,platoon,release,25,77,240,80,0.973333,out,0.000,23890.685,471.335,13.561,24375.581,348.845,1687,27879,15047
bench,platoon,release,25,78,240,80,0.960000,out,0.000,23979.532,518.738,15.112,24513.382,343.882,2814,63225,34699
bench,platoon,release,25,79,240,80,0.946667,out,0.000,24259.435,515.133,13.702,24788.270,325.185,4481,87577,47559
bench,platoon,release,25,80,240,80,0.933333,out,0.000,22665.996,729.311,13.529,23408.836,364.611,7399,162215,88483
bench,platoon,release,25,81,240,80,0.920000,out,0.000,23565.831,860.548,14.278,24440.657,413.300,9382,169381,90924
bench,platoon,release,25,82,240,80,0.906667,out,0.000,23819.457,868.950,15.326,24703.733,407.294,10625,210911,113982
bench,platoon,release,25,83,240,80,0.893333,out,0.000,22740.848,876.111,15.897,23632.856,410.732,12098,227654,122720
bench,platoon,release,25,84,240,80,0.880000,out,0.000,22600.779,1029.301,15.030,23645.110,523.921,12337,249197,134810
bench,platoon,release,25,85,240,80,0.866667,out,0.000,21996.565,980.173,13.404,22990.142,406.359,13893,258853,139178
bench,platoon,release,25,86,240,80,0.853333,out,0.000,20792.339,999.182,13.561,21805.082,425.400,14986,280634,151289
bench,platoon,release,25,87,240,80,0.840000,out,0.000,19685.775,996.326,13.520,20695.621,410.108,14664,284207,153637
bench,platoon,release,25,88,240,80,0.826667,out,0.000,18981.415,1232.060,13.497,20226.972,425.546,15426,318563,173490
bench,platoon,release,25,89,240,80,0.813333,out,0.000,18921.895,1204.354,14.248,20140.497,414.279,15402,318450,173516
bench,platoon,release,25,90,240,80,0.800000,out,0.000,17522.652,1165.601,14.521,18702.774,708.554,15724,339817,186926
bench,platoon,release,25,91,240,80,0.786667,out,0.000,17492.860,1123.117,13.543,18629.520,411.809,15733,338261,186448
bench,platoon,release,25,92,240,80,0.773333,out,0.000,16748.088,1207.618,13.995,17969.701,413.012,15974,353173,195550
bench,platoon,release,25,93,240,80,0.760000,out,0.000,17300.851,1169.780,13.893,18484.524,417.044,15757,348393,193004
bench,platoon,release,25,94,240,80,0.746667,out,0.000,10686.016,1674.888,17.962,12378.866,506.501,15623,360811,200644
bench,platoon,release,25,95,240,80,0.733333,out,0.000,9289.311,1212.070,14.082,10515.463,411.497,15233,365451,203888
bench,platoon,release,25,96,240,80,0.720000,out,0.000,9490.415,1684.756,14.967,11190.138,436.843,14958,366589,204476
bench,platoon,release,25,97,240,80,0.706667,out,0.000,8240.483,1300.111,16.788,9557.382,523.182,14816,369804,206485
bench,platoon,release,25,98,240,80,0.693333,out,0.000,9530.516,1240.500,16.271,10787.287,442.441,14605,360392,201578
bench,platoon,release,25,99,240,80,0.680000,out,0.000,7359.940,1234.676,15.992,8610.608,462.190,14316,351552,197196
bench,platoon,release,25,100,240,80,0.666667,out,0.000,7580.921,1235.329,14.827,8831.077,445.493,13909,339796,191031
bench,platoon,release,25,101,240,80,0.653333,out,0.000,7249.600,1102.533,17.184,8369.317,584.515,13478,342745,192445
bench,platoon,release,25,102,240,80,0.640000,out,0.000,6393.265,1169.696,14.253,7577.214,416.341,13375,326929,184253
bench,platoon,release,25,103,240,80,0.626667,out,0.000,5656.297,1172.425,13.524,6842.246,427.016,12939,322615,181581
bench,platoon,release,25,104,240,80,0.613333,out,0.000,5591.748,1167.643,13.517,6772.908,420.685,12950,317712,179490
bench,platoon,release,25,105,240,80,0.600000,out,0.000,5160.385,1180.322,13.519,6354.226,421.618,12595,311338,175618
bench,platoon,release,25,106,240,80,0.586667,out,0.000,3717.533,1123.998,13.532,4855.063,409.749,13060,325547,183729
bench,platoon,release,25,107,240,80,0.573333,out,0.000,3678.349,1080.985,13.385,4772.719,407.219,12640,303237,171675
bench,platoon,release,25,108,240,80,0.560000,out,0.000,3727.832,1072.634,13.508,4813.974,401.889,12156,293861,166249
bench,platoon,release,25,109,240,80,0.546667,out,0.000,2920.173,1004.034,13.547,3937.754,422.509,11884,273635,155421
bench,platoon,release,25,110,240,80,0.533333,out,0.000,3252.341,1103.696,15.074,4371.111,409.947,11406,275351,155918
bench,platoon,release,25,111,240,80,0.520000,out,0.000,2984.501,996.432,13.431,3994.364,386.338,11324,268202,152045
bench,platoon,release,25,112,240,80,0.506667,out,0.000,2039.671,1125.563,14.509,3179.743,406.897,11196,259199,147353
bench,platoon,release,25,113,240,80,0.493333,out,0.000,2118.194,1010.415,13.538,3142.147,360.594,10874,257452,146209
bench,platoon,release,25,114,240,80,0.480000,out,0.000,2555.603,1076.368,14.981,3646.952,428.891,10784,253613,143969
bench,platoon,release,25,115,240,80,0.466667,out,0.000,2234.512,938.812,13.485,3186.809,353.342,10744,249743,141800
bench,platoon,release,25,116,240,80,0.453333,out,0.000,2007.851,921.563,13.556,2942.970,344.744,11246,255656,145331
bench,platoon,release,25,117,240,80,0.440000,out,0.000,2000.528,909.092,13.522,2923.142,350.040,10742,248048,140789
bench,platoon,release,25,118,240,80,0.426667,out,0.000,2114.223,883.444,13.578,3011.245,403.557,10713,244880,138965
bench,platoon,release,25,119,240,80,0.413333,out,0.000,2132.437,1019.677,14.853,3166.967,372.194,10734,243182,138004
bench,platoon,release,25,120,240,80,0.400000,out,0.000,2137.062,915.770,15.362,3068.194,356.961,10619,238948,135532
bench,platoon,release,25,121,240,80,0.386667,out,0.000,2208.454,980.460,16.410,3205.324,386.663,10574,236144,133860
bench,platoon,release,25,122,240,80,0.373333,out,0.000,2342.108,926.511,13.998,3282.617,333.958,10808,231702,131655
bench,platoon,release,25,123,240,80,0.360000,out,0.000,1969.607,805.215,13.851,2788.673,332.213,10623,230138,130654
bench,platoon,release,25,124,240,80,0.346667,out,0.000,1956.657,1258.177,26.666,3241.500,447.860,10531,227815,129201
bench,platoon,release,25,125,240,80,0.333333,out,0.000,2170.900,828.101,14.982,3013.983,374.282,10364,223770,126872
bench,platoon,release,25,126,240,80,0.320000,out,0.000,2163.054,970.060,32.010,3165.124,370.818,10479,223908,127027
bench,platoon,release,25,127,240,80,0.306667,out,0.000,2386.216,913.684,13.916,3313.816,330.731,10369,218771,124064
bench,platoon,release,25,128,240,80,0.293333,out,0.000,1930.391,773.536,13.539,2717.466,320.358,10342,217260,123275
bench,platoon,release,25,129,240,80,0.280000,out,0.000,1952.209,784.161,13.722,2750.092,322.992,10264,216120,122511
bench,platoon,release,25,130,240,80,0.266667,out,0.000,1985.782,870.900,16.297,2872.979,380.193,10319,214922,121798
bench,platoon,release,25,131,240,80,0.253333,out,0.000,2050.313,823.580,15.309,2889.202,362.460,10110,200382,113543
bench,platoon,release,25,132,240,80,0.240000,out,0.000,2168.014,741.115,13.517,2922.646,301.335,10194,209889,118688
bench,platoon,release,25,133,240,80,0.226667,out,0.000,1964.618,760.862,15.888,2741.368,338.634,10324,208269,117959
bench,platoon,release,25,134,240,80,0.213333,out,0.000,2092.256,755.300,16.917,2864.473,422.264,10272,203466,115166
bench,platoon,release,25,135,240,80,0.200000,out,0.000,2097.557,780.162,13.514,2891.233,304.429,10164,199193,112834
bench,platoon,release,25,136,240,80,0.186667,out,0.000,1871.130,772.145,13.532,2656.807,301.043,10060,198931,112556
bench,platoon,release,25,137,240,80,0.173333,out,0.000,1882.899,768.067,13.514,2664.480,297.831,10125,198507,112468
bench,platoon,release,25,138,240,80,0.160000,out,0.000,1858.089,755.210,14.965,2628.264,316.476,9983,194969,110219
bench,platoon,release,25,139,240,80,0.146667,out,0.000,1909.628,742.614,15.026,2667.268,321.630,9903,187424,106059
bench,platoon,release,25,140,240,80,0.133333,out,0.000,2371.097,749.305,14.994,3135.396,333.208,9797,185466,104784
bench,platoon,release,25,141,240,80,0.120000,out,0.000,1890.526,756.286,13.540,2660.352,290.840,9593,178995,101161
bench,platoon,release,25,142,240,80,0.106667,out,0.000,1833.639,674.375,13.519,2521.533,301.887,9419,175819,99269
bench,platoon,release,25,143,240,80,0.093333,out,0.000,2080.431,775.099,13.400,2868.930,299.269,9331,173216,97779
bench,platoon,release,25,144,240,80,0.080000,out,0.000,1766.020,706.235,13.552,2485.807,283.227,9239,172930,97550
bench,platoon,release,25,145,240,80,0.066667,out,0.000,1752.041,698.798,13.558,2464.397,295.562,9120,164310,92751
bench,platoon,release,25,146,240,80,0.053333,out,0.000,1765.840,691.814,15.033,2472.687,309.408,9002,164447,92611
bench,platoon,release,25,147,240,80,0.040000,out,0.000,1746.238,726.719,13.521,2486.478,275.652,8896,155027,87394
bench,platoon,release,25,148,240,80,0.026667,out,0.000,2079.103,656.506,15.023,2750.632,302.485,8713,154631,87131
bench,platoon,release,25,149,240,80,0.013333,out,0.000,1704.472,667.289,13.404,2385.165,275.113,8557,150590,84799
