mode,variant,build,fps,frame,width,height,phase,direction,interval_us,widget_us,output_us,reset_us,total_us,diff_probe_us,changed_cells,ansi_bytes,write_calls
bench,platoon,release,25,75,120,40,1.000000,out,0.000,5058.691,146.897,4.588,5210.176,97.509,805,14501,8093
bench,platoon,release,25,76,120,40,0.986667,out,0.000,6411.086,104.257,3.370,6518.713,76.025,643,11391,6350
bench,platoon,release,25,77,120,40,0.973333,out,0.000,5998.028,112.057,4.177,6114.262,95.778,494,7960,4417
bench,platoon,release,25,78,120,40,0.960000,out,0.000,5775.399,124.168,3.449,5903.016,79.578,751,17331,9752
bench,platoon,release,25,79,120,40,0.946667,out,0.000,5736.126,137.992,3.367,5877.485,81.280,1055,21716,12176
bench,platoon,release,25,80,120,40,0.933333,out,0.000,6107.738,203.735,3.543,6315.016,104.784,1842,39886,22168
bench,platoon,release,25,81,120,40,0.920000,out,0.000,5465.548,205.678,3.412,5674.638,100.907,2348,41712,22777
bench,platoon,release,25,82,120,40,0.906667,out,0.000,5394.976,271.304,4.116,5670.396,123.084,2684,54873,30158
bench,platoon,release,25,83,120,40,0.893333,out,0.000,6028.465,247.585,3.401,6279.451,104.386,3063,56424,30783
bench,platoon,release,25,84,120,40,0.880000,out,0.000,5063.726,255.857,3.390,5322.973,104.958,3010,60453,33085
bench,platoon,release,25,85,120,40,0.866667,out,0.000,5074.346,258.561,3.364,5336.271,101.182,3376,63963,34773
bench,platoon,release,25,86,120,40,0.853333,out,0.000,4780.401,271.509,3.409,5055.319,102.645,3699,70777,38564
bench,platoon,release,25,87,120,40,0.840000,out,0.000,4847.320,303.370,3.489,5154.179,110.175,3702,71931,39166
bench,platoon,release,25,88,120,40,0.826667,out,0.000,4660.663,292.482,3.409,4956.554,103.188,3847,78048,42816
bench,platoon,release,25,89,120,40,0.813333,out,0.000,4475.525,295.636,3.413,4774.574,103.911,3835,78966,43311
bench,platoon,release,25,90,120,40,0.800000,out,0.000,4254.797,309.050,3.401,4567.248,100.392,3950,85921,47510
bench,platoon,release,25,91,120,40,0.786667,out,0.000,4290.235,316.023,3.465,4609.723,105.145,3943,83307,45966
bench,platoon,release,25,92,120,40,0.773333,out,0.000,4169.076,296.911,3.406,4469.393,103.815,4009,86957,48379
bench,platoon,release,25,93,120,40,0.760000,out,0.000,4158.475,332.955,3.398,4494.828,103.261,3887,86095,47967
bench,platoon,release,25,94,120,40,0.746667,out,0.000,2497.713,418.105,3.510,2919.328,119.302,3866,89066,49766
bench,platoon,release,25,95,120,40,0.733333,out,0.000,2307.502,670.166,4.120,2981.788,125.688,3756,90927,51049
bench,platoon,release,25,96,120,40,0.720000,out,0.000,2370.656,312.843,3.403,2686.902,101.706,3733,90782,50890
bench,platoon,release,25,97,120,40,0.706667,out,0.000,2159.134,328.265,3.450,2490.849,104.277,3653,89951,50430
bench,platoon,release,25,98,120,40,0.693333,out,0.000,2120.913,638.552,4.050,2763.515,117.713,3625,89636,50472
bench,platoon,release,25,99,120,40,0.680000,out,0.000,1941.679,331.723,3.378,2276.780,105.443,3512,87194,49214
bench,platoon,release,25,100,120,40,0.666667,out,0.000,1565.443,288.295,3.388,1857.126,108.043,3454,84385,47726
bench,platoon,release,25,101,120,40,0.653333,out,0.000,1560.781,308.864,3.553,1873.198,106.979,3375,85223,48159
bench,platoon,release,25,102,120,40,0.640000,out,0.000,1381.522,605.236,4.538,1991.296,142.267,3333,81863,46512
bench,platoon,release,25,103,120,40,0.626667,out,0.000,1650.585,318.685,3.485,1972.755,105.811,3216,79424,45062
bench,platoon,release,25,104,120,40,0.613333,out,0.000,1142.530,298.146,3.393,1444.069,104.065,3163,78589,44732
bench,platoon,release,25,105,120,40,0.600000,out,0.000,1132.225,292.791,3.359,1428.375,102.036,3110,76932,43749
bench,platoon,release,25,106,120,40,0.586667,out,0.000,919.287,317.783,3.400,1240.470,105.365,3240,86120,48741
bench,platoon,release,25,107,120,40,0.573333,out,0.000,921.224,266.889,3.387,1191.500,100.848,3001,70582,40520
bench,platoon,release,25,108,120,40,0.560000,out,0.000,935.352,343.873,4.013,1283.238,123.144,2827,69999,39951
bench,platoon,release,25,109,120,40,0.546667,out,0.000,761.934,268.392,3.394,1033.720,99.920,2850,69467,39741
bench,platoon,release,25,110,120,40,0.533333,out,0.000,855.727,281.807,3.409,1140.943,100.626,2793,67492,38566
bench,platoon,release,25,111,120,40,0.520000,out,0.000,717.775,265.830,4.384,987.989,113.558,2753,65590,37547
bench,platoon,release,25,112,120,40,0.506667,out,0.000,543.099,238.899,3.381,785.379,96.779,2657,60692,34839
bench,platoon,release,25,113,120,40,0.493333,out,0.000,505.793,248.524,3.360,757.677,91.329,2621,64341,36836
bench,platoon,release,25,114,120,40,0.480000,out,0.000,505.376,234.595,3.397,743.368,90.705,2610,61559,35309
bench,platoon,release,25,115,120,40,0.466667,out,0.000,516.159,505.675,4.154,1025.988,102.834,2569,58856,33692
bench,platoon,release,25,116,120,40,0.453333,out,0.000,622.782,254.443,3.762,880.987,104.821,2660,61995,35498
bench,platoon,release,25,117,120,40,0.440000,out,0.000,549.239,236.559,3.380,789.178,88.985,2566,60514,34626
bench,platoon,release,25,118,120,40,0.426667,out,0.000,520.068,228.016,3.390,751.474,88.492,2537,59327,33966
bench,platoon,release,25,119,120,40,0.413333,out,0.000,506.723,233.266,3.394,743.383,88.728,2554,59461,34055
bench,platoon,release,25,120,120,40,0.400000,out,0.000,495.763,230.870,3.468,730.101,87.350,2498,58342,33360
bench,platoon,release,25,121,120,40,0.386667,out,0.000,497.058,227.639,6.606,731.303,85.074,2484,57833,33080
bench,platoon,release,25,122,120,40,0.373333,out,0.000,488.480,226.350,3.392,718.222,86.106,2576,58790,33686
bench,platoon,release,25,123,120,40,0.360000,out,0.000,497.860,216.913,3.408,718.181,82.024,2486,56744,32452
bench,platoon,release,25,124,120,40,0.346667,out,0.000,492.346,218.668,3.394,714.408,84.370,2433,55569,31730
bench,platoon,release,25,125,120,40,0.333333,out,0.000,488.084,211.702,3.478,703.264,84.190,2417,56053,31968
bench,platoon,release,25,126,120,40,0.320000,out,0.000,487.438,216.410,3.498,707.346,85.169,2391,54569,31171
bench,platoon,release,25,127,120,40,0.306667,out,0.000,488.535,206.013,3.397,697.945,81.259,2300,52394,29895
bench,platoon,release,25,128,120,40,0.293333,out,0.000,483.697,208.998,3.488,696.183,82.824,2283,51542,29406
bench,platoon,release,25,129,120,40,0.280000,out,0.000,480.695,208.291,3.352,692.338,81.489,2266,51737,29504
bench,platoon,release,25,130,120,40,0.266667,out,0.000,503.812,225.055,3.578,732.445,84.818,2257,51487,29321
bench,platoon,release,25,131,120,40,0.253333,out,0.000,477.529,194.975,3.671,676.175,82.515,2136,47152,26878
bench,platoon,release,25,132,120,40,0.240000,out,0.000,509.809,211.930,3.767,725.506,86.816,2122,47135,26829
bench,platoon,release,25,133,120,40,0.226667,out,0.000,536.197,216.578,3.395,756.170,77.178,2126,48265,27453
bench,platoon,release,25,134,120,40,0.213333,out,0.000,495.071,214.239,4.234,713.544,96.010,2109,46863,26695
bench,platoon,release,25,135,120,40,0.200000,out,0.000,588.089,221.167,3.483,812.739,402.902,2043,43841,24971
bench,platoon,release,25,136,120,40,0.186667,out,0.000,557.996,231.655,3.488,793.139,78.626,1970,42684,24286
bench,platoon,release,25,137,120,40,0.173333,out,0.000,466.976,190.001,3.590,660.567,77.391,1993,42951,24522
bench,platoon,release,25,138,120,40,0.160000,out,0.000,451.181,192.805,3.394,647.380,72.015,1923,42072,23959
bench,platoon,release,25,139,120,40,0.146667,out,0.000,444.669,181.453,3.478,629.600,74.904,1868,41022,23323
bench,platoon,release,25,140,120,40,0.133333,out,0.000,439.938,163.817,3.480,607.235,72.240,1857,38711,22076
bench,platoon,release,25,141,120,40,0.120000,out,0.000,427.575,153.258,3.479,584.312,68.931,1707,34468,19662
bench,platoon,release,25,142,120,40,0.106667,out,0.000,427.088,155.386,3.495,585.969,68.257,1652,35468,20124
bench,platoon,release,25,143,120,40,0.093333,out,0.000,433.267,295.195,3.400,731.862,66.549,1621,34747,19740
bench,platoon,release,25,144,120,40,0.080000,out,0.000,421.681,163.462,3.921,589.064,73.095,1642,35347,20069
bench,platoon,release,25,145,120,40,0.066667,out,0.000,423.623,155.102,3.479,582.204,67.816,1603,33405,18967
bench,platoon,release,25,146,120,40,0.053333,out,0.000,414.641,148.897,3.486,567.024,66.230,1513,30696,17466
bench,platoon,release,25,147,120,40,0.040000,out,0.000,404.457,146.426,3.499,554.382,65.699,1512,30299,17259
bench,platoon,release,25,148,120,40,0.026667,out,0.000,409.496,145.094,3.581,558.171,65.090,1475,30195,17131
bench,platoon,release,25,149,120,40,0.013333,out,0.000,570.446,180.573,4.425,755.444,82.618,1508,30929,17505
