mode,variant,build,fps,frame,width,height,phase,direction,interval_us,widget_us,output_us,reset_us,total_us,diff_probe_us,changed_cells,ansi_bytes,write_calls
bench,muster,release,25,57,120,40,0.760000,in,0.000,4286.655,317.004,3.381,4607.040,104.544,3880,85985,47856
bench,muster,release,25,58,120,40,0.773333,in,0.000,4489.556,411.221,5.470,4906.247,137.465,3887,84597,47010
bench,muster,release,25,59,120,40,0.786667,in,0.000,4996.149,292.283,3.381,5291.813,104.219,4019,82654,45505
bench,muster,release,25,60,120,40,0.800000,in,0.000,5313.787,396.142,4.250,5714.179,128.771,3916,83108,45764
bench,muster,release,25,61,120,40,0.813333,in,0.000,4759.356,297.837,3.394,5060.587,101.616,3918,82154,44876
bench,muster,release,25,62,120,40,0.826667,in,0.000,5321.325,361.353,4.042,5686.720,117.991,3858,77641,42352
bench,muster,release,25,63,120,40,0.840000,in,0.000,5662.270,302.537,3.491,5968.298,102.798,3884,66087,35585
bench,muster,release,25,64,120,40,0.853333,in,0.000,6075.045,272.907,4.200,6352.152,119.010,3685,58914,31773
bench,muster,release,25,65,120,40,0.866667,in,0.000,6077.572,329.778,4.089,6411.439,123.247,3563,57116,30690
bench,muster,release,25,66,120,40,0.880000,in,0.000,6489.279,285.886,4.229,6779.394,120.802,3363,63402,34436
bench,muster,release,25,67,120,40,0.893333,in,0.000,6238.259,256.007,3.370,6497.636,105.035,3368,66725,36292
bench,muster,release,25,68,120,40,0.906667,in,0.000,5588.079,257.539,3.379,5848.997,102.683,3115,62907,34239
bench,muster,release,25,69,120,40,0.920000,in,0.000,6281.850,250.567,3.770,6536.187,111.885,2801,54351,29653
bench,muster,release,25,70,120,40,0.933333,in,0.000,6731.091,238.767,3.785,6973.643,108.095,2215,42228,23142
bench,muster,release,25,71,120,40,0.946667,in,0.000,6647.796,182.098,3.448,6833.342,92.572,1787,37164,20525
bench,muster,release,25,72,120,40,0.960000,in,0.000,6995.953,191.716,3.894,7191.563,101.906,1682,30062,16489
bench,muster,release,25,73,120,40,0.973333,in,0.000,6684.965,117.849,3.855,6806.669,93.719,896,16344,8951
bench,muster,release,25,74,120,40,0.986667,in,0.000,5766.944,105.504,3.484,5875.932,76.387,702,12106,6598
bench,muster,release,25,75,120,40,1.000000,out,0.000,5953.554,142.361,4.439,6100.354,97.120,779,13864,7536
bench,muster,release,25,76,120,40,0.986667,out,0.000,6891.840,119.667,3.447,7014.954,79.049,928,16255,8906
bench,muster,release,25,77,120,40,0.973333,out,0.000,5786.735,106.229,3.409,5896.373,75.519,707,11494,6273
bench,muster,release,25,78,120,40,0.960000,out,0.000,5790.831,146.344,3.486,5940.661,84.048,1510,25604,13854
bench,muster,release,25,79,120,40,0.946667,out,0.000,7182.091,191.606,3.753,7377.450,94.769,1571,29648,16245
bench,muster,release,25,80,120,40,0.933333,out,0.000,6184.416,188.606,3.750,6376.772,90.418,1940,38832,21273
bench,muster,release,25,81,120,40,0.920000,out,0.000,6894.681,233.330,3.994,7132.005,104.917,2250,47920,26382
bench,muster,release,25,82,120,40,0.906667,out,0.000,7059.532,228.845,3.395,7291.772,102.776,2666,56027,30632
bench,muster,release,25,83,120,40,0.893333,out,0.000,5338.090,261.261,3.407,5602.758,105.187,3191,63694,34779
bench,muster,release,25,84,120,40,0.880000,out,0.000,6520.003,350.851,4.224,6875.078,138.605,3357,62466,33898
bench,muster,release,25,85,120,40,0.866667,out,0.000,6218.681,267.657,4.275,6490.613,124.076,3455,58419,31597
bench,muster,release,25,86,120,40,0.853333,out,0.000,5918.009,321.047,4.522,6243.578,137.545,3626,62677,33956
bench,muster,release,25,87,120,40,0.840000,out,0.000,5634.132,318.764,3.558,5956.454,107.788,3711,70331,38191
bench,muster,release,25,88,120,40,0.826667,out,0.000,5621.308,327.231,3.894,5952.433,118.694,3911,79400,43325
bench,muster,release,25,89,120,40,0.813333,out,0.000,4673.904,294.063,3.406,4971.373,98.176,3833,80197,43989
bench,muster,release,25,90,120,40,0.800000,out,0.000,4352.410,305.583,3.356,4661.349,102.965,3935,83984,46329
bench,muster,release,25,91,120,40,0.786667,out,0.000,5162.080,369.930,4.852,5536.862,148.505,3938,85371,47153
bench,muster,release,25,92,120,40,0.773333,out,0.000,4389.586,306.193,3.362,4699.141,106.576,4030,87197,48532
bench,muster,release,25,93,120,40,0.760000,out,0.000,4024.380,299.272,3.392,4327.044,102.892,3901,86129,47992
bench,muster,release,25,94,120,40,0.746667,out,0.000,2403.683,313.684,3.388,2720.755,104.677,3862,89061,49764
bench,muster,release,25,95,120,40,0.733333,out,0.000,2180.127,313.983,3.394,2497.504,103.884,3756,90927,51049
bench,muster,release,25,96,120,40,0.720000,out,0.000,2183.199,308.614,3.362,2495.175,101.430,3733,90782,50890
bench,muster,release,25,97,120,40,0.706667,out,0.000,2029.279,327.540,3.560,2360.379,106.567,3653,89951,50430
bench,muster,release,25,98,120,40,0.693333,out,0.000,2153.917,357.376,3.571,2514.864,107.534,3625,89636,50472
bench,muster,release,25,99,120,40,0.680000,out,0.000,2006.130,329.318,3.568,2339.016,112.586,3512,87194,49214
bench,muster,release,25,100,120,40,0.666667,out,0.000,1690.486,305.568,3.387,1999.441,106.292,3454,84385,47726
bench,muster,release,25,101,120,40,0.653333,out,0.000,1560.041,306.637,3.400,1870.078,106.813,3375,85223,48159
bench,muster,release,25,102,120,40,0.640000,out,0.000,1356.172,294.129,3.409,1653.710,104.619,3333,81863,46512
bench,muster,release,25,103,120,40,0.626667,out,0.000,1353.499,296.350,3.357,1653.206,104.082,3216,79424,45062
bench,muster,release,25,104,120,40,0.613333,out,0.000,1145.329,374.068,4.500,1523.897,134.751,3163,78589,44732
bench,muster,release,25,105,120,40,0.600000,out,0.000,1168.156,294.689,6.156,1469.001,128.052,3110,76932,43749
bench,muster,release,25,106,120,40,0.586667,out,0.000,1061.103,367.791,4.402,1433.296,142.797,3240,86120,48741
bench,muster,release,25,107,120,40,0.573333,out,0.000,1130.133,334.443,4.139,1468.715,124.105,3001,70582,40520
bench,muster,release,25,108,120,40,0.560000,out,0.000,1081.556,485.880,4.247,1571.683,122.835,2827,69999,39951
bench,muster,release,25,109,120,40,0.546667,out,0.000,957.667,311.780,4.259,1273.706,127.036,2850,69467,39741
bench,muster,release,25,110,120,40,0.533333,out,0.000,768.148,254.516,3.388,1026.052,97.680,2793,67492,38566
bench,muster,release,25,111,120,40,0.520000,out,0.000,708.563,264.283,3.393,976.239,96.375,2753,65590,37547
bench,muster,release,25,112,120,40,0.506667,out,0.000,501.265,247.486,3.380,752.131,92.876,2657,60692,34839
bench,muster,release,25,113,120,40,0.493333,out,0.000,502.507,238.980,3.404,744.891,93.117,2621,64341,36836
bench,muster,release,25,114,120,40,0.480000,out,0.000,501.012,230.330,3.382,734.724,89.139,2610,61559,35309
bench,muster,release,25,115,120,40,0.466667,out,0.000,502.895,230.718,3.407,737.020,90.315,2569,58856,33692
bench,muster,release,25,116,120,40,0.453333,out,0.000,505.777,237.550,3.361,746.688,88.202,2660,61995,35498
bench,muster,release,25,117,120,40,0.440000,out,0.000,501.226,234.148,3.399,738.773,88.134,2566,60514,34626
bench,muster,release,25,118,120,40,0.426667,out,0.000,499.753,231.653,3.485,734.891,87.739,2537,59327,33966
bench,muster,release,25,119,120,40,0.413333,out,0.000,500.161,227.323,3.485,730.969,89.517,2554,59461,34055
bench,muster,release,25,120,120,40,0.400000,out,0.000,498.965,229.174,3.478,731.617,86.977,2498,58342,33360
bench,muster,release,25,121,120,40,0.386667,out,0.000,501.962,216.385,3.395,721.742,85.299,2484,57833,33080
bench,muster,release,25,122,120,40,0.373333,out,0.000,565.413,310.198,4.654,880.265,115.656,2576,58790,33686
bench,muster,release,25,123,120,40,0.360000,out,0.000,574.458,302.766,3.585,880.809,95.243,2486,56744,32452
bench,muster,release,25,124,120,40,0.346667,out,0.000,625.756,270.876,3.922,900.554,88.895,2433,55569,31730
bench,muster,release,25,125,120,40,0.333333,out,0.000,623.223,283.894,4.264,911.381,101.980,2417,56053,31968
bench,muster,release,25,126,120,40,0.320000,out,0.000,765.591,302.315,5.333,1073.239,127.641,2391,54569,31171
bench,muster,release,25,127,120,40,0.306667,out,0.000,632.374,284.347,4.658,921.379,112.980,2300,52394,29895
bench,muster,release,25,128,120,40,0.293333,out,0.000,574.152,211.138,3.475,788.765,82.374,2283,51542,29406
bench,muster,release,25,129,120,40,0.280000,out,0.000,484.737,212.214,3.480,700.431,83.178,2266,51737,29504
bench,muster,release,25,130,120,40,0.266667,out,0.000,476.266,212.811,3.487,692.564,82.535,2257,51487,29321
bench,muster,release,25,131,120,40,0.253333,out,0.000,578.034,245.911,4.393,828.338,100.290,2136,47152,26878
bench,muster,release,25,132,120,40,0.240000,out,0.000,554.470,209.271,4.245,767.986,98.342,2122,47135,26829
bench,muster,release,25,133,120,40,0.226667,out,0.000,621.147,235.832,5.782,862.761,90.889,2126,48265,27453
bench,muster,release,25,134,120,40,0.213333,out,0.000,556.624,208.579,3.762,768.965,85.060,2109,46863,26695
bench,muster,release,25,135,120,40,0.200000,out,0.000,559.288,217.353,3.506,780.147,77.759,2043,43841,24971
bench,muster,release,25,136,120,40,0.186667,out,0.000,454.617,182.394,3.493,640.504,75.319,1970,42684,24286
bench,muster,release,25,137,120,40,0.173333,out,0.000,455.110,216.433,4.700,676.243,99.697,1993,42951,24522
bench,muster,release,25,138,120,40,0.160000,out,0.000,631.925,213.163,4.858,849.946,93.437,1923,42072,23959
bench,muster,release,25,139,120,40,0.146667,out,0.000,583.734,245.313,4.212,833.259,89.521,1868,41022,23323
bench,muster,release,25,140,120,40,0.133333,out,0.000,477.593,168.641,3.483,649.717,73.361,1857,38711,22076
bench,muster,release,25,141,120,40,0.120000,out,0.000,427.544,152.189,3.488,583.221,69.453,1707,34468,19662
bench,muster,release,25,142,120,40,0.106667,out,0.000,429.970,156.762,3.481,590.213,67.562,1652,35468,20124
bench,muster,release,25,143,120,40,0.093333,out,0.000,423.044,153.867,3.394,580.305,67.421,1621,34747,19740
bench,muster,release,25,144,120,40,0.080000,out,0.000,423.884,161.715,3.486,589.085,68.630,1642,35347,20069
bench,muster,release,25,145,120,40,0.066667,out,0.000,419.418,154.219,3.497,577.134,70.285,1603,33405,18967
bench,muster,release,25,146,120,40,0.053333,out,0.000,412.073,149.052,3.494,564.619,66.668,1513,30696,17466
bench,muster,release,25,147,120,40,0.040000,out,0.000,403.454,143.387,3.496,550.337,65.441,1512,30299,17259
bench,muster,release,25,148,120,40,0.026667,out,0.000,401.037,144.837,4.180,550.054,69.941,1475,30195,17131
bench,muster,release,25,149,120,40,0.013333,out,0.000,473.289,141.233,3.402,617.924,63.175,1508,30929,17505
