frame,elapsed_s,zoom,render_us,diff_us,encode_us,reset_us,total_us,interval_us,bytes,changed_cells,glyph_changes,color_only_changes
38,1.520000,0.506667,3074.241,101.689,170.985,3.486,3350.401,0.000,75114,3689,3600,89
39,1.560000,0.520000,3168.942,102.472,181.806,3.620,3456.840,0.000,75970,3766,3678,88
40,1.600000,0.533333,3093.110,101.601,177.311,3.668,3375.690,0.000,76080,3784,3691,93
41,1.640000,0.546667,3081.761,100.979,176.695,3.594,3363.029,0.000,76791,3785,3682,103
42,1.680000,0.560000,3116.905,100.679,179.358,3.607,3400.549,0.000,79022,3880,3776,104
43,1.720000,0.573333,3097.222,99.528,174.240,3.594,3374.584,0.000,83680,3934,3810,124
44,1.760000,0.586667,2971.644,99.047,170.770,3.564,3245.025,0.000,78645,3986,3867,119
45,1.800000,0.600000,3116.561,101.409,197.719,3.580,3419.269,0.000,83248,4004,3876,128
46,1.840000,0.613333,3169.402,102.804,181.809,3.497,3457.512,0.000,80264,3976,3852,124
47,1.880000,0.626667,3184.755,103.308,180.679,3.481,3472.223,0.000,80216,4006,3882,124
48,1.920000,0.640000,3240.099,102.748,165.048,3.505,3511.400,0.000,79827,4089,3960,129
49,1.960000,0.653333,3225.166,110.279,170.900,3.551,3509.896,0.000,77002,4101,3973,128
50,2.000000,0.666667,3351.741,107.281,171.714,3.609,3634.345,0.000,76961,4122,3985,137
51,2.040000,0.680000,3253.289,102.511,168.065,3.595,3527.460,0.000,74357,4105,3929,176
52,2.080000,0.693333,3234.717,104.421,155.990,3.589,3498.717,0.000,73155,4177,4016,161
53,2.120000,0.706667,3239.871,100.878,165.103,3.509,3509.361,0.000,71266,4193,4045,148
54,2.160000,0.720000,3268.854,100.249,162.739,3.486,3535.328,0.000,70649,4209,4050,159
55,2.200000,0.733333,3271.143,100.156,163.849,3.471,3538.619,0.000,69222,4190,4010,180
56,2.240000,0.746667,3274.723,101.385,163.192,3.593,3542.893,0.000,69993,4287,4100,187
57,2.280000,0.760000,5760.820,100.021,171.758,3.496,6036.095,0.000,72374,4271,4094,177
58,2.320000,0.773333,5813.308,100.526,175.586,3.489,6092.909,0.000,73051,4310,4129,181
59,2.360000,0.786667,5715.710,99.598,162.535,3.483,5981.326,0.000,73213,4307,4094,213
60,2.400000,0.800000,5711.248,99.301,163.798,3.609,5977.956,0.000,71056,4234,3949,285
61,2.440000,0.813333,5810.604,97.440,146.594,3.520,6058.158,0.000,62736,4239,3921,318
62,2.480000,0.826667,5791.487,97.567,120.966,3.664,6013.684,0.000,51774,4148,3809,339
63,2.520000,0.840000,5800.561,98.300,95.552,3.591,5998.004,0.000,41231,3968,3655,313
64,2.560000,0.853333,5766.460,97.341,81.193,3.613,5948.607,0.000,31384,3720,3513,207
65,2.600000,0.866667,5784.369,95.365,68.112,3.605,5951.451,0.000,26485,3471,3317,154
66,2.640000,0.880000,5764.647,95.667,64.900,3.603,5928.817,0.000,23711,3203,3096,107
67,2.680000,0.893333,5763.356,98.423,59.132,3.592,5924.503,0.000,22181,2950,2869,81
68,2.720000,0.906667,5762.165,97.517,54.525,3.588,5917.795,0.000,20730,2588,2530,58
69,2.760000,0.920000,5736.573,95.843,50.985,3.605,5887.006,0.000,19371,2318,2247,71
70,2.800000,0.933333,5772.312,90.824,41.260,3.612,5908.008,0.000,17092,1743,1698,45
71,2.840000,0.946667,5831.815,88.148,33.842,3.590,5957.395,0.000,14203,1372,1333,39
72,2.880000,0.960000,5800.206,82.584,25.663,3.612,5912.065,0.000,11076,988,962,26
73,2.920000,0.973333,5765.738,79.281,16.315,3.489,5864.823,0.000,6997,609,582,27
74,2.960000,0.986667,5732.504,74.791,9.787,3.499,5820.581,0.000,3415,274,236,38
75,3.000000,1.000000,2449.832,72.436,4.674,4.151,2531.093,0.000,1477,95,84,11
76,3.040000,0.986667,5725.374,72.155,3.361,3.494,5804.384,0.000,1293,102,90,12
77,3.080000,0.973333,5803.546,74.494,8.399,3.486,5889.925,0.000,3327,286,250,36
78,3.120000,0.960000,5791.353,80.643,16.648,3.499,5892.143,0.000,6962,593,566,27
79,3.160000,0.946667,5861.801,83.155,25.742,3.598,5974.296,0.000,10908,974,948,26
80,3.200000,0.933333,5855.396,87.846,35.765,3.628,5982.635,0.000,14937,1394,1352,42
81,3.240000,0.920000,5837.249,91.110,41.052,3.593,5973.004,0.000,17273,1731,1682,49
82,3.280000,0.906667,5800.178,95.841,54.993,3.609,5954.621,0.000,20439,2299,2227,72
83,3.320000,0.893333,5771.957,99.290,149.994,3.592,6024.833,0.000,22190,2567,2503,64
84,3.360000,0.880000,5816.815,97.218,65.487,3.588,5983.108,0.000,24827,2967,2874,93
85,3.400000,0.866667,5881.225,95.508,71.344,3.489,6051.566,0.000,27838,3197,3090,107
86,3.440000,0.853333,5828.531,97.126,81.106,3.632,6010.395,0.000,32888,3500,3357,143
87,3.480000,0.840000,5807.501,96.754,105.097,3.604,6012.956,0.000,44256,3754,3534,220
88,3.520000,0.826667,5849.766,96.527,128.544,3.493,6078.330,0.000,56292,3976,3688,288
89,3.560000,0.813333,5848.350,111.819,141.383,3.504,6105.056,0.000,63887,4198,3870,328
90,3.600000,0.800000,5821.768,100.061,161.439,3.599,6086.867,0.000,71703,4218,3873,345
91,3.640000,0.786667,5791.147,100.259,161.944,3.590,6056.940,0.000,73903,4221,3929,292
92,3.680000,0.773333,5798.126,98.408,178.821,3.605,6078.960,0.000,73174,4317,4109,208
93,3.720000,0.760000,5839.607,102.915,170.689,3.606,6116.817,0.000,74079,4313,4120,193
94,3.760000,0.746667,3446.249,98.235,164.343,3.608,3712.435,0.000,71757,4290,4105,185
95,3.800000,0.733333,3398.396,100.341,156.644,3.487,3658.868,0.000,70497,4259,4094,165
96,3.840000,0.720000,3367.000,99.517,159.939,3.583,3630.039,0.000,70182,4207,4050,157
97,3.880000,0.706667,3331.600,100.296,153.426,3.497,3588.819,0.000,71102,4226,4073,153
98,3.920000,0.693333,3380.260,99.081,156.530,3.600,3639.471,0.000,72007,4205,4063,142
99,3.960000,0.680000,3331.717,102.963,169.209,3.493,3607.382,0.000,75769,4197,4059,138
100,4.000000,0.666667,3325.448,101.518,177.820,3.592,3608.378,0.000,77017,4130,3963,167
101,4.040000,0.653333,3338.516,102.103,170.593,3.580,3614.792,0.000,75981,4139,3996,143
102,4.080000,0.640000,3301.348,102.582,188.647,3.596,3596.173,0.000,78470,4126,3984,142
103,4.120000,0.626667,3286.896,102.341,176.688,3.491,3569.416,0.000,79390,4042,3893,149
104,4.160000,0.613333,3269.797,101.444,177.589,3.501,3552.331,0.000,79594,4004,3886,118
105,4.200000,0.600000,3235.446,102.442,166.120,3.493,3507.501,0.000,79209,3978,3856,122
106,4.240000,0.586667,3129.764,101.328,175.843,3.586,3410.521,0.000,75782,4006,3890,116
107,4.280000,0.573333,3227.422,100.498,186.181,3.505,3517.606,0.000,79431,3895,3808,87
108,4.320000,0.560000,3250.666,103.538,175.982,3.491,3533.677,0.000,77968,3846,3727,119
109,4.360000,0.546667,3230.294,102.194,178.729,3.594,3514.811,0.000,77234,3833,3749,84
110,4.400000,0.533333,3215.103,102.228,171.980,3.494,3492.805,0.000,74878,3798,3688,110
111,4.440000,0.520000,3214.378,102.053,161.113,3.510,3481.054,0.000,74978,3702,3621,81
112,4.480000,0.506667,3209.561,101.043,163.678,3.502,3477.784,0.000,74038,3657,3577,80
113,4.520000,0.493333,3190.309,99.816,166.075,3.601,3459.801,0.000,72407,3664,3601,63
114,4.560000,0.480000,3221.807,101.121,159.392,3.490,3485.810,0.000,71497,3640,3564,76
115,4.600000,0.466667,3170.395,99.070,174.132,3.594,3447.191,0.000,71669,3602,3527,75
116,4.640000,0.453333,3154.025,98.495,156.286,3.626,3412.432,0.000,68961,3545,3443,102
117,4.680000,0.440000,3168.233,100.092,161.469,3.590,3433.384,0.000,70020,3539,3443,96
118,4.720000,0.426667,2991.127,103.632,159.081,3.608,3257.448,0.000,66997,3518,3409,109
119,4.760000,0.413333,2824.565,97.990,149.059,3.481,3075.095,0.000,63376,3334,3207,127
120,4.800000,0.400000,2662.451,98.208,157.159,3.672,2921.490,0.000,62362,3245,3108,137
121,4.840000,0.386667,2515.459,94.347,133.835,3.490,2747.131,0.000,57241,3084,2916,168
122,4.880000,0.373333,2147.383,92.766,138.127,3.575,2381.851,0.000,57908,3042,2836,206
123,4.920000,0.360000,1881.064,89.337,130.395,3.590,2104.386,0.000,53719,2798,2631,167
124,4.960000,0.346667,1590.932,90.481,118.838,3.488,1803.739,0.000,49719,2581,2389,192
125,5.000000,0.333333,1415.187,91.215,118.110,3.618,1628.130,0.000,45811,2453,2280,173
126,5.040000,0.320000,1089.924,91.428,111.176,3.588,1296.116,0.000,44895,2457,2251,206
127,5.080000,0.306667,774.898,93.303,104.840,3.492,976.533,0.000,43456,2391,2199,192
128,5.120000,0.293333,639.425,93.235,104.650,3.628,840.938,0.000,41816,2310,2093,217
129,5.160000,0.280000,604.151,91.925,92.943,3.598,792.617,0.000,39051,2233,1989,244
130,5.200000,0.266667,599.458,84.359,94.219,3.626,781.662,0.000,38329,2153,1915,238
131,5.240000,0.253333,589.293,86.396,97.790,3.497,776.976,0.000,38619,2224,1925,299
132,5.280000,0.240000,595.240,84.138,92.154,3.620,775.152,0.000,36237,2099,1810,289
133,5.320000,0.226667,592.391,83.024,88.727,3.617,767.759,0.000,35139,2089,1851,238
134,5.360000,0.213333,591.926,83.414,91.946,3.588,770.874,0.000,35977,2139,1876,263
135,5.400000,0.200000,588.858,82.619,81.594,3.490,756.561,0.000,34275,2026,1780,246
136,5.440000,0.186667,586.974,82.921,87.359,3.618,760.872,0.000,32645,2064,1810,254
137,5.480000,0.173333,578.038,80.653,82.101,3.610,744.402,0.000,31278,2007,1743,264
138,5.520000,0.160000,580.844,79.169,87.309,3.583,750.905,0.000,31887,1939,1709,230
139,5.560000,0.146667,578.184,78.552,75.234,3.477,735.447,0.000,29702,1872,1616,256
140,5.600000,0.133333,575.975,78.150,75.853,3.611,733.589,0.000,29489,1856,1599,257
141,5.640000,0.120000,566.919,76.953,65.646,3.602,713.120,0.000,27516,1814,1572,242
142,5.680000,0.106667,563.573,73.323,66.760,3.506,707.162,0.000,26003,1707,1447,260
143,5.720000,0.093333,555.813,74.737,68.403,3.608,702.561,0.000,26834,1739,1499,240
144,5.760000,0.080000,566.299,75.039,70.550,3.608,715.496,0.000,26903,1728,1447,281
145,5.800000,0.066667,557.460,74.658,65.156,3.584,700.858,0.000,24981,1664,1418,246
146,5.840000,0.053333,553.560,72.298,62.481,3.614,691.953,0.000,23668,1632,1347,285
147,5.880000,0.040000,546.381,72.963,56.961,3.611,679.916,0.000,21875,1549,1297,252
148,5.920000,0.026667,545.562,72.067,58.472,3.594,679.695,0.000,22709,1609,1359,250
149,5.960000,0.013333,539.112,71.748,58.609,3.593,673.062,0.000,22489,1603,1332,271
