mode,variant,build,fps,frame,width,height,phase,direction,interval_us,widget_us,output_us,reset_us,total_us,diff_probe_us,changed_cells,ansi_bytes,write_calls
bench,muster,release,25,47,240,80,0.626667,in,0.000,5692.474,1106.787,13.550,6812.811,408.306,12999,320513,180240
bench,muster,release,25,48,240,80,0.640000,in,0.000,5355.791,1081.854,13.515,6451.160,407.179,12936,322559,181547
bench,muster,release,25,49,240,80,0.653333,in,0.000,6204.332,1242.967,13.541,7460.840,454.339,13335,342373,192156
bench,muster,release,25,50,240,80,0.666667,in,0.000,6623.608,1187.682,13.523,7824.813,424.049,13526,338687,190243
bench,muster,release,25,51,240,80,0.680000,in,0.000,7031.146,1161.787,16.917,8209.850,428.613,13929,345740,193656
bench,muster,release,25,52,240,80,0.693333,in,0.000,8280.555,1229.818,13.508,9523.881,418.543,14319,357230,199625
bench,muster,release,25,53,240,80,0.706667,in,0.000,8051.748,1153.728,13.396,9218.872,410.514,14689,365464,203917
bench,muster,release,25,54,240,80,0.720000,in,0.000,9030.077,1300.179,13.433,10343.689,413.280,14851,366452,204275
bench,muster,release,25,55,240,80,0.733333,in,0.000,8653.518,1139.199,13.512,9806.229,406.918,14941,359927,200701
bench,muster,release,25,56,240,80,0.746667,in,0.000,9701.400,1246.895,13.391,10961.686,410.147,15242,356851,198193
bench,muster,release,25,57,240,80,0.760000,in,0.000,16063.183,1173.166,13.400,17249.749,414.836,15560,345751,191376
bench,muster,release,25,58,240,80,0.773333,in,0.000,16281.092,1163.411,13.382,17457.885,436.710,15792,345922,191206
bench,muster,release,25,59,240,80,0.786667,in,0.000,17665.107,1221.599,13.531,18900.237,419.237,15923,335937,184436
bench,muster,release,25,60,240,80,0.800000,in,0.000,17220.746,1170.344,13.403,18404.493,405.038,15675,338113,185457
bench,muster,release,25,61,240,80,0.813333,in,0.000,19122.763,1118.071,13.517,20254.351,404.035,15669,324241,176172
bench,muster,release,25,62,240,80,0.826667,in,0.000,18775.438,1062.690,13.554,19851.682,397.060,15443,305102,165122
bench,muster,release,25,63,240,80,0.840000,in,0.000,19893.926,1026.387,13.487,20933.800,398.486,15515,266488,142619
bench,muster,release,25,64,240,80,0.853333,in,0.000,19836.637,941.814,13.541,20791.992,406.759,14808,229533,122450
bench,muster,release,25,65,240,80,0.866667,in,0.000,21015.036,948.431,15.371,21978.838,443.915,14416,235048,125261
bench,muster,release,25,66,240,80,0.880000,in,0.000,21210.769,996.424,13.943,22221.136,400.222,13999,261572,140627
bench,muster,release,25,67,240,80,0.893333,in,0.000,21117.223,928.287,13.817,22059.327,417.931,13208,250926,134992
bench,muster,release,25,68,240,80,0.906667,in,0.000,22370.841,926.063,13.367,23310.271,408.905,12181,224799,120572
bench,muster,release,25,69,240,80,0.920000,in,0.000,22441.720,802.485,13.519,23257.724,400.167,10260,188254,101296
bench,muster,release,25,70,240,80,0.933333,in,0.000,22260.859,754.575,13.398,23028.832,388.449,8610,153948,82925
bench,muster,release,25,71,240,80,0.946667,in,0.000,23520.147,822.245,14.149,24356.541,376.225,6799,138339,75160
bench,muster,release,25,72,240,80,0.960000,in,0.000,23171.214,651.002,13.515,23835.731,343.459,6971,124200,66709
bench,muster,release,25,73,240,80,0.973333,in,0.000,23138.954,503.635,13.541,23656.130,314.486,4871,77155,40919
bench,muster,release,25,74,240,80,0.986667,in,0.000,22964.533,439.839,13.506,23417.878,295.218,2988,47257,25037
bench,muster,release,25,75,240,80,1.000000,out,0.000,21166.694,418.264,13.488,21598.446,288.789,2939,54444,29290
bench,muster,release,25,76,240,80,0.986667,out,0.000,22792.935,429.699,13.482,23236.116,297.480,3338,51843,27534
bench,muster,release,25,77,240,80,0.973333,out,0.000,22929.344,413.660,13.376,23356.380,296.535,3040,48722,25863
bench,muster,release,25,78,240,80,0.960000,out,0.000,23150.464,530.586,13.429,23694.479,324.968,6631,92901,48626
bench,muster,release,25,79,240,80,0.946667,out,0.000,23119.807,630.965,13.384,23764.156,343.548,6774,120276,64310
bench,muster,release,25,80,240,80,0.933333,out,0.000,22039.442,699.891,13.553,22752.886,356.034,7554,152039,82249
bench,muster,release,25,81,240,80,0.920000,out,0.000,22137.223,840.226,13.515,22990.964,379.785,9174,183894,99530
bench,muster,release,25,82,240,80,0.906667,out,0.000,22746.015,895.336,13.629,23654.980,430.545,10460,203346,109574
bench,muster,release,25,83,240,80,0.893333,out,0.000,21078.601,1032.574,13.524,22124.699,414.434,12709,251165,135727
bench,muster,release,25,84,240,80,0.880000,out,0.000,20974.846,1018.874,13.488,22007.208,416.176,13388,244304,131291
bench,muster,release,25,85,240,80,0.866667,out,0.000,20948.095,885.883,13.352,21847.330,401.214,13845,231619,123814
bench,muster,release,25,86,240,80,0.853333,out,0.000,19745.379,973.027,13.516,20731.922,401.570,14611,249279,133977
bench,muster,release,25,87,240,80,0.840000,out,0.000,19769.921,1028.752,13.531,20812.204,409.373,14761,282774,152707
bench,muster,release,25,88,240,80,0.826667,out,0.000,18469.275,1131.110,13.563,19613.948,416.139,15535,318820,173181
bench,muster,release,25,89,240,80,0.813333,out,0.000,18446.249,1102.857,13.512,19562.618,400.021,15517,323249,176076
bench,muster,release,25,90,240,80,0.800000,out,0.000,17304.094,1135.218,13.411,18452.723,401.048,15762,338842,186286
bench,muster,release,25,91,240,80,0.786667,out,0.000,17321.835,1213.723,13.509,18549.067,406.742,15775,338782,186616
bench,muster,release,25,92,240,80,0.773333,out,0.000,16041.902,1154.769,13.506,17210.177,414.573,15896,352025,194990
bench,muster,release,25,93,240,80,0.760000,out,0.000,16206.551,1129.452,13.543,17349.546,419.997,15749,349225,193458
bench,muster,release,25,94,240,80,0.746667,out,0.000,9603.042,1186.194,14.207,10803.443,439.260,15624,360720,200599
bench,muster,release,25,95,240,80,0.733333,out,0.000,8684.208,1168.513,13.549,9866.270,410.187,15233,365451,203888
bench,muster,release,25,96,240,80,0.720000,out,0.000,8702.318,1249.457,13.494,9965.269,409.627,14958,366589,204476
bench,muster,release,25,97,240,80,0.706667,out,0.000,7832.838,1154.469,14.587,9001.894,408.417,14816,369804,206485
bench,muster,release,25,98,240,80,0.693333,out,0.000,7903.715,1265.884,13.898,9183.497,413.927,14605,360392,201578
bench,muster,release,25,99,240,80,0.680000,out,0.000,7140.852,1145.321,13.553,8299.726,421.078,14316,351552,197196
bench,muster,release,25,100,240,80,0.666667,out,0.000,6328.622,1207.856,13.501,7549.979,442.476,13909,339796,191031
bench,muster,release,25,101,240,80,0.653333,out,0.000,6255.421,1190.449,13.548,7459.418,420.141,13478,342745,192445
bench,muster,release,25,102,240,80,0.640000,out,0.000,5387.481,1110.327,13.691,6511.499,420.101,13375,326929,184253
bench,muster,release,25,103,240,80,0.626667,out,0.000,5401.345,1082.618,13.519,6497.482,405.622,12939,322615,181581
bench,muster,release,25,104,240,80,0.613333,out,0.000,4534.849,1101.956,13.525,5650.330,418.276,12950,317712,179490
bench,muster,release,25,105,240,80,0.600000,out,0.000,4518.854,1125.126,13.550,5657.530,403.829,12595,311338,175618
bench,muster,release,25,106,240,80,0.586667,out,0.000,3659.106,1147.910,13.469,4820.485,411.336,13060,325547,183729
bench,muster,release,25,107,240,80,0.573333,out,0.000,3677.269,1108.959,13.843,4800.071,406.935,12640,303237,171675
bench,muster,release,25,108,240,80,0.560000,out,0.000,3681.358,1116.513,13.577,4811.448,404.293,12156,293861,166249
bench,muster,release,25,109,240,80,0.546667,out,0.000,2863.171,988.812,13.503,3865.486,397.805,11884,273635,155421
bench,muster,release,25,110,240,80,0.533333,out,0.000,2859.309,1055.385,13.391,3928.085,388.296,11406,275351,155918
bench,muster,release,25,111,240,80,0.520000,out,0.000,2849.207,1021.251,14.249,3884.707,399.896,11324,268202,152045
bench,muster,release,25,112,240,80,0.506667,out,0.000,2016.045,988.742,13.372,3018.159,373.715,11196,259199,147353
bench,muster,release,25,113,240,80,0.493333,out,0.000,2009.656,970.873,16.322,2996.851,366.017,10874,257452,146209
bench,muster,release,25,114,240,80,0.480000,out,0.000,2011.476,973.601,14.139,2999.216,379.191,10784,253613,143969
bench,muster,release,25,115,240,80,0.466667,out,0.000,2076.938,919.841,13.559,3010.338,355.341,10744,249743,141800
bench,muster,release,25,116,240,80,0.453333,out,0.000,2036.869,992.730,13.693,3043.292,356.576,11246,255656,145331
bench,muster,release,25,117,240,80,0.440000,out,0.000,2046.765,908.469,13.522,2968.756,358.293,10742,248048,140789
bench,muster,release,25,118,240,80,0.426667,out,0.000,1996.782,948.700,13.513,2958.995,344.695,10713,244880,138965
bench,muster,release,25,119,240,80,0.413333,out,0.000,1998.173,895.367,13.480,2907.020,348.166,10734,243182,138004
bench,muster,release,25,120,240,80,0.400000,out,0.000,2005.392,859.469,13.415,2878.276,348.709,10619,238948,135532
bench,muster,release,25,121,240,80,0.386667,out,0.000,1987.435,907.312,14.188,2908.935,354.320,10574,236144,133860
bench,muster,release,25,122,240,80,0.373333,out,0.000,1950.049,876.341,13.514,2839.904,333.431,10808,231702,131655
bench,muster,release,25,123,240,80,0.360000,out,0.000,1976.490,856.622,13.507,2846.619,329.462,10623,230138,130654
bench,muster,release,25,124,240,80,0.346667,out,0.000,1958.334,877.247,13.515,2849.096,332.869,10531,227815,129201
bench,muster,release,25,125,240,80,0.333333,out,0.000,1944.315,884.367,13.534,2842.216,331.912,10364,223770,126872
bench,muster,release,25,126,240,80,0.320000,out,0.000,1958.291,823.565,14.091,2795.947,341.823,10479,223908,127027
bench,muster,release,25,127,240,80,0.306667,out,0.000,1946.185,830.975,13.425,2790.585,321.962,10369,218771,124064
bench,muster,release,25,128,240,80,0.293333,out,0.000,1926.636,861.903,14.092,2802.631,336.293,10342,217260,123275
bench,muster,release,25,129,240,80,0.280000,out,0.000,1990.140,836.970,13.552,2840.662,325.740,10264,216120,122511
bench,muster,release,25,130,240,80,0.266667,out,0.000,1935.473,821.508,13.514,2770.495,317.161,10319,214922,121798
bench,muster,release,25,131,240,80,0.253333,out,0.000,1869.673,776.443,13.390,2659.506,303.400,10110,200382,113543
bench,muster,release,25,132,240,80,0.240000,out,0.000,1912.905,787.431,13.802,2714.138,303.344,10194,209889,118688
bench,muster,release,25,133,240,80,0.226667,out,0.000,1901.655,838.714,13.614,2753.983,311.017,10324,208269,117959
bench,muster,release,25,134,240,80,0.213333,out,0.000,1900.946,779.975,13.384,2694.305,307.308,10272,203466,115166
bench,muster,release,25,135,240,80,0.200000,out,0.000,1914.419,802.360,13.827,2730.606,307.473,10164,199193,112834
bench,muster,release,25,136,240,80,0.186667,out,0.000,1902.784,769.663,13.393,2685.840,300.278,10060,198931,112556
bench,muster,release,25,137,240,80,0.173333,out,0.000,1878.103,758.693,13.503,2650.299,300.722,10125,198507,112468
bench,muster,release,25,138,240,80,0.160000,out,0.000,1851.280,737.852,13.412,2602.544,298.523,9983,194969,110219
bench,muster,release,25,139,240,80,0.146667,out,0.000,1828.799,725.059,13.533,2567.391,294.578,9903,187424,106059
bench,muster,release,25,140,240,80,0.133333,out,0.000,1823.365,760.039,13.846,2597.250,293.738,9797,185466,104784
bench,muster,release,25,141,240,80,0.120000,out,0.000,1816.111,758.272,13.420,2587.803,303.157,9593,178995,101161
bench,muster,release,25,142,240,80,0.106667,out,0.000,1790.988,740.363,13.488,2544.839,288.743,9419,175819,99269
bench,muster,release,25,143,240,80,0.093333,out,0.000,1785.667,670.241,13.527,2469.435,287.620,9331,173216,97779
bench,muster,release,25,144,240,80,0.080000,out,0.000,1767.554,711.784,13.498,2492.836,285.526,9239,172930,97550
bench,muster,release,25,145,240,80,0.066667,out,0.000,1755.080,682.629,13.428,2451.137,281.670,9120,164310,92751
bench,muster,release,25,146,240,80,0.053333,out,0.000,1734.552,678.630,13.526,2426.708,281.321,9002,164447,92611
bench,muster,release,25,147,240,80,0.040000,out,0.000,1710.161,669.297,13.524,2392.982,277.769,8896,155027,87394
bench,muster,release,25,148,240,80,0.026667,out,0.000,1698.759,648.045,14.004,2360.808,271.936,8713,154631,87131
bench,muster,release,25,149,240,80,0.013333,out,0.000,1677.195,636.124,14.942,2328.261,283.179,8557,150590,84799
