frame,elapsed_s,zoom,render_us,diff_us,encode_us,reset_us,total_us,interval_us,bytes,changed_cells,glyph_changes,color_only_changes
43,1.720000,0.573333,14644.265,479.407,807.106,17.428,15948.206,0.000,313362,16131,15694,437
44,1.760000,0.586667,14782.564,407.701,692.219,14.110,15896.594,0.000,327485,16309,15817,492
45,1.800000,0.600000,15310.425,421.633,757.122,15.996,16505.176,0.000,318096,16488,16013,475
46,1.840000,0.613333,15337.979,543.025,704.212,18.132,16603.348,0.000,321786,16575,16108,467
47,1.880000,0.626667,15830.938,543.540,824.038,19.242,17217.758,0.000,316061,16586,16068,518
48,1.920000,0.640000,15821.037,409.664,844.719,17.506,17092.926,0.000,311322,16582,16006,576
49,1.960000,0.653333,15632.939,423.137,786.028,15.958,16858.062,0.000,308123,16777,16163,614
50,2.000000,0.666667,15399.750,524.267,762.032,13.991,16700.040,0.000,304171,16826,16220,606
51,2.040000,0.680000,15646.692,740.629,780.257,16.592,17184.170,0.000,296878,16914,16327,587
52,2.080000,0.693333,15844.896,465.337,730.160,17.033,17057.426,0.000,293687,17082,16528,554
53,2.120000,0.706667,16238.909,418.116,763.865,14.029,17434.919,0.000,292644,17202,16579,623
54,2.160000,0.720000,15818.299,396.355,636.925,14.024,16865.603,0.000,292775,17248,16534,714
55,2.200000,0.733333,16249.752,407.501,619.300,14.073,17290.626,0.000,286995,17326,16633,693
56,2.240000,0.746667,15564.333,399.823,641.907,14.004,16620.067,0.000,292575,17294,16643,651
57,2.280000,0.760000,27527.533,400.304,643.888,13.994,28585.719,0.000,289936,17324,16605,719
58,2.320000,0.773333,27396.611,409.066,609.430,14.023,28429.130,0.000,298012,17427,16675,752
59,2.360000,0.786667,27493.422,484.329,644.033,14.674,28636.458,0.000,297820,17405,16562,843
60,2.400000,0.800000,28655.141,453.257,575.751,14.090,29698.239,0.000,282901,17223,16093,1130
61,2.440000,0.813333,27793.682,385.547,561.683,14.013,28754.925,0.000,271134,17241,16141,1100
62,2.480000,0.826667,27704.241,396.125,527.647,14.101,28642.114,0.000,239757,16629,15309,1320
63,2.520000,0.840000,26473.973,449.832,519.326,14.692,27457.823,0.000,211835,16053,14660,1393
64,2.560000,0.853333,27069.630,396.167,407.459,14.067,27887.323,0.000,178886,15454,14221,1233
65,2.600000,0.866667,26550.523,396.653,395.646,17.414,27360.236,0.000,168305,14564,13458,1106
66,2.640000,0.880000,27147.350,396.456,361.645,14.038,27919.489,0.000,156346,14012,13005,1007
67,2.680000,0.893333,26945.630,404.547,354.145,13.977,27718.299,0.000,154702,12996,12019,977
68,2.720000,0.906667,27083.340,403.016,338.165,14.067,27838.588,0.000,146075,12209,11055,1154
69,2.760000,0.920000,26532.264,582.159,358.447,16.009,27488.879,0.000,135801,10145,8810,1335
70,2.800000,0.933333,26668.049,432.106,346.701,14.105,27460.961,0.000,150933,10504,9063,1441
71,2.840000,0.946667,26268.748,442.582,374.508,16.017,27101.855,0.000,156980,9224,7103,2121
72,2.880000,0.960000,26716.911,408.578,282.607,14.298,27422.394,0.000,124096,8645,6904,1741
73,2.920000,0.973333,26328.388,349.984,218.533,14.119,26911.024,0.000,99166,6531,5303,1228
74,2.960000,0.986667,27466.987,345.343,251.894,13.988,28078.212,0.000,115673,8672,7536,1136
75,3.000000,1.000000,10026.783,305.277,86.445,14.378,10432.883,0.000,36375,4392,4138,254
76,3.040000,0.986667,27719.293,345.309,75.407,17.195,28157.204,0.000,29047,3785,3552,233
77,3.080000,0.973333,26438.489,342.268,224.651,14.307,27019.715,0.000,110000,8172,7040,1132
78,3.120000,0.960000,26210.558,351.303,235.542,14.065,26811.468,0.000,102003,7293,6075,1218
79,3.160000,0.946667,26117.224,389.230,265.213,17.072,26788.739,0.000,118061,8337,6475,1862
80,3.200000,0.933333,26522.243,389.751,325.689,14.770,27252.453,0.000,143022,10142,7944,2198
81,3.240000,0.920000,26856.385,430.663,306.634,14.031,27607.713,0.000,135138,10169,8527,1642
82,3.280000,0.906667,26033.160,393.342,314.501,14.356,26755.359,0.000,140860,9906,8614,1292
83,3.320000,0.893333,26029.339,420.104,364.892,14.314,26828.649,0.000,148150,12528,11341,1187
84,3.360000,0.880000,26172.831,402.204,386.476,14.022,26975.533,0.000,167635,12942,11987,955
85,3.400000,0.866667,26493.359,419.383,402.024,14.806,27329.572,0.000,170508,13907,12942,965
86,3.440000,0.853333,26221.224,394.531,435.731,14.152,27065.638,0.000,180752,14574,13594,980
87,3.480000,0.840000,25679.159,387.937,470.217,14.043,26551.356,0.000,208888,15304,14191,1113
88,3.520000,0.826667,25924.225,404.720,518.537,14.067,26861.549,0.000,238963,16031,14712,1319
89,3.560000,0.813333,26380.123,398.198,547.136,13.996,27339.453,0.000,271025,16642,15325,1317
90,3.600000,0.800000,26463.926,399.192,608.468,14.082,27485.668,0.000,284630,17168,16020,1148
91,3.640000,0.786667,25922.109,393.193,657.904,14.201,26987.407,0.000,295590,17102,15963,1139
92,3.680000,0.773333,26316.638,397.388,641.374,14.183,27369.583,0.000,291945,17429,16522,907
93,3.720000,0.760000,25645.211,396.970,651.312,14.062,26707.555,0.000,291656,17406,16628,778
94,3.760000,0.746667,15014.099,394.876,645.651,14.040,16068.666,0.000,293683,17373,16650,723
95,3.800000,0.733333,15116.204,397.610,645.676,14.035,16173.525,0.000,290598,17290,16581,709
96,3.840000,0.720000,14955.667,419.976,686.439,14.045,16076.127,0.000,287747,17325,16656,669
97,3.880000,0.706667,14697.499,401.583,636.724,13.979,15749.785,0.000,292164,17176,16496,680
98,3.920000,0.693333,14736.320,440.625,652.328,14.033,15843.306,0.000,289832,17157,16470,687
99,3.960000,0.680000,14913.377,397.816,631.765,13.943,15956.901,0.000,296907,17065,16502,563
100,4.000000,0.666667,15069.049,637.640,726.917,14.838,16448.444,0.000,301876,16915,16287,628
101,4.040000,0.653333,15023.069,413.640,642.303,14.716,16093.728,0.000,304337,16787,16196,591
102,4.080000,0.640000,14582.593,427.775,685.162,14.076,15709.606,0.000,310285,16670,16062,608
103,4.120000,0.626667,14729.850,412.175,686.031,17.001,15845.057,0.000,313448,16610,16064,546
104,4.160000,0.613333,14891.631,415.391,665.212,14.677,15986.911,0.000,316474,16477,15915,562
105,4.200000,0.600000,14626.199,462.669,791.389,15.603,15895.860,0.000,317931,16521,16058,463
106,4.240000,0.586667,14654.230,451.989,755.136,15.870,15877.225,0.000,323460,16374,15866,508
107,4.280000,0.573333,15050.413,451.226,708.677,15.706,16226.022,0.000,311383,16228,15754,474
108,4.320000,0.560000,15522.925,454.378,718.891,14.559,16710.753,0.000,308575,16063,15599,464
109,4.360000,0.546667,16741.627,561.521,827.896,19.255,18150.299,0.000,304094,15805,15382,423
110,4.400000,0.533333,18135.764,524.617,725.283,19.338,19405.002,0.000,298121,15672,15234,438
111,4.440000,0.520000,16161.525,589.186,811.951,20.009,17582.671,0.000,300316,15618,15186,432
112,4.480000,0.506667,15815.713,530.066,852.602,18.754,17217.135,0.000,293025,15453,15000,453
113,4.520000,0.493333,15720.415,569.111,791.755,19.329,17100.610,0.000,291544,15310,14882,428
114,4.560000,0.480000,16206.483,551.047,742.916,19.334,17519.780,0.000,289502,15310,14947,363
115,4.600000,0.466667,15076.709,554.166,887.237,20.520,16538.632,0.000,283528,15203,14775,428
116,4.640000,0.453333,14404.632,526.463,793.923,18.414,15743.432,0.000,276076,14833,14439,394
117,4.680000,0.440000,16239.731,567.702,878.367,24.872,17710.672,0.000,272179,14925,14556,369
118,4.720000,0.426667,15909.369,525.985,706.664,18.761,17160.779,0.000,266337,14748,14377,371
119,4.760000,0.413333,15925.901,532.330,772.516,19.743,17250.490,0.000,259390,14350,13826,524
120,4.800000,0.400000,13950.327,527.757,758.061,18.453,15254.598,0.000,250464,13856,13243,613
121,4.840000,0.386667,13564.769,523.891,743.249,20.058,14851.967,0.000,240663,13294,12648,646
122,4.880000,0.373333,10593.436,383.735,515.167,15.327,11507.665,0.000,220366,12876,12137,739
123,4.920000,0.360000,10399.518,524.594,744.640,21.224,11689.976,0.000,222351,12179,11476,703
124,4.960000,0.346667,8039.933,534.139,683.064,20.728,9277.864,0.000,210620,11657,10981,676
125,5.000000,0.333333,8249.287,511.261,619.982,19.576,9400.106,0.000,193419,11411,10679,732
126,5.040000,0.320000,5238.189,440.647,610.197,20.905,6309.938,0.000,190298,11334,10611,723
127,5.080000,0.306667,4327.532,520.563,577.590,18.650,5444.335,0.000,184301,11358,10536,822
128,5.120000,0.293333,3464.993,507.387,591.983,19.055,4583.418,0.000,176400,11097,10220,877
129,5.160000,0.280000,3275.927,480.392,699.294,19.610,4475.223,0.000,171026,10858,9833,1025
130,5.200000,0.266667,3373.784,447.523,496.477,17.998,4335.782,0.000,167323,10845,9798,1047
131,5.240000,0.253333,2713.624,344.400,369.818,13.933,3441.775,0.000,156003,10564,9702,862
132,5.280000,0.240000,2675.603,408.701,424.489,14.776,3523.569,0.000,154478,10543,9692,851
133,5.320000,0.226667,2707.666,389.352,472.314,18.528,3587.860,0.000,149896,10517,9519,998
134,5.360000,0.213333,3186.808,470.573,484.103,19.255,4160.739,0.000,147497,10311,9384,927
135,5.400000,0.200000,2825.800,351.082,354.516,13.944,3545.342,0.000,144145,10287,9353,934
136,5.440000,0.186667,2447.569,335.241,319.393,14.317,3116.520,0.000,139792,10239,9293,946
137,5.480000,0.173333,2725.659,373.781,425.368,18.879,3543.687,0.000,135549,10107,9180,927
138,5.520000,0.160000,3321.462,462.718,422.445,17.650,4224.275,0.000,133107,10102,9157,945
139,5.560000,0.146667,3189.422,393.131,384.093,14.990,3981.636,0.000,129247,9905,8899,1006
140,5.600000,0.133333,2938.402,323.734,308.209,14.446,3584.791,0.000,125773,9687,8721,966
141,5.640000,0.120000,2383.846,327.774,303.547,14.347,3029.514,0.000,120118,9601,8643,958
142,5.680000,0.106667,2369.652,416.928,353.148,19.086,3158.814,0.000,115985,9346,8368,978
143,5.720000,0.093333,2856.888,552.338,385.245,20.615,3815.086,0.000,112890,9322,8383,939
144,5.760000,0.080000,3061.071,403.376,379.776,16.382,3860.605,0.000,109557,9143,8131,1012
145,5.800000,0.066667,3224.188,369.496,348.779,14.795,3957.258,0.000,107094,9107,8085,1022
146,5.840000,0.053333,2662.134,403.127,309.712,14.657,3389.630,0.000,102679,8880,7834,1046
147,5.880000,0.040000,2437.878,310.351,257.395,14.299,3019.923,0.000,100196,8716,7679,1037
148,5.920000,0.026667,2781.021,400.786,311.230,17.455,3510.492,0.000,96193,8472,7416,1056
149,5.960000,0.013333,2782.795,400.830,321.268,16.935,3521.828,0.000,92861,8330,7216,1114
