frame,elapsed_s,zoom,render_us,diff_us,encode_us,reset_us,total_us,interval_us,bytes,changed_cells,glyph_changes,color_only_changes
84,3.360000,0.880000,6329.597,124.843,87.808,4.517,6546.765,0.000,24827,2967,2874,93
85,3.400000,0.866667,7149.452,119.566,94.261,4.686,7367.965,0.000,27838,3197,3090,107
86,3.440000,0.853333,6344.166,98.301,87.444,3.555,6533.466,0.000,32888,3500,3357,143
87,3.480000,0.840000,7283.787,126.212,151.597,4.516,7566.112,0.000,44256,3754,3534,220
88,3.520000,0.826667,6212.857,96.827,131.706,3.567,6444.957,0.000,56292,3976,3688,288
89,3.560000,0.813333,6723.441,150.064,178.422,4.546,7056.473,0.000,63887,4198,3870,328
90,3.600000,0.800000,6526.732,99.433,160.859,3.551,6790.575,0.000,71703,4218,3873,345
91,3.640000,0.786667,6050.148,98.793,167.347,3.476,6319.764,0.000,73903,4221,3929,292
92,3.680000,0.773333,7069.188,126.497,208.442,4.527,7408.654,0.000,73174,4317,4109,208
93,3.720000,0.760000,6498.760,112.991,186.952,3.567,6802.270,0.000,74079,4313,4120,193
94,3.760000,0.746667,3408.202,101.199,171.255,3.770,3684.426,0.000,71757,4290,4105,185
95,3.800000,0.733333,4199.102,132.970,204.788,4.009,4540.869,0.000,70497,4259,4094,165
96,3.840000,0.720000,3661.089,103.105,169.073,3.691,3936.958,0.000,70182,4207,4050,157
97,3.880000,0.706667,3690.695,111.234,156.777,3.681,3962.387,0.000,71102,4226,4073,153
98,3.920000,0.693333,3485.958,102.090,163.874,3.543,3755.465,0.000,72007,4205,4063,142
99,3.960000,0.680000,4077.729,127.806,198.829,5.012,4409.376,0.000,75769,4197,4059,138
100,4.000000,0.666667,3738.650,102.663,167.287,3.535,4012.135,0.000,77017,4130,3963,167
101,4.040000,0.653333,3311.284,103.675,165.263,3.556,3583.778,0.000,75981,4139,3996,143
102,4.080000,0.640000,3687.594,103.503,181.033,3.955,3976.085,0.000,78470,4126,3984,142
103,4.120000,0.626667,3978.973,103.245,159.253,3.590,4245.061,0.000,79390,4042,3893,149
104,4.160000,0.613333,3422.695,109.149,170.082,3.460,3705.386,0.000,79594,4004,3886,118
105,4.200000,0.600000,3410.412,128.773,208.895,4.222,3752.302,0.000,79209,3978,3856,122
106,4.240000,0.586667,3420.018,127.441,187.185,3.841,3738.485,0.000,75782,4006,3890,116
107,4.280000,0.573333,3836.225,136.830,232.959,4.802,4210.816,0.000,79431,3895,3808,87
108,4.320000,0.560000,3593.249,116.381,191.659,3.565,3904.854,0.000,77968,3846,3727,119
109,4.360000,0.546667,3334.397,101.171,169.662,3.565,3608.795,0.000,77234,3833,3749,84
110,4.400000,0.533333,3681.045,113.670,176.303,3.561,3974.579,0.000,74878,3798,3688,110
111,4.440000,0.520000,3773.368,142.852,234.720,4.782,4155.722,0.000,74978,3702,3621,81
112,4.480000,0.506667,3611.169,102.595,181.867,3.769,3899.400,0.000,74038,3657,3577,80
113,4.520000,0.493333,3234.511,102.001,165.205,3.569,3505.286,0.000,72407,3664,3601,63
114,4.560000,0.480000,3217.517,102.934,159.013,3.566,3483.030,0.000,71497,3640,3564,76
115,4.600000,0.466667,3169.536,100.078,158.595,3.562,3431.771,0.000,71669,3602,3527,75
116,4.640000,0.453333,3660.563,131.173,205.086,4.339,4001.161,0.000,68961,3545,3443,102
117,4.680000,0.440000,3657.994,109.427,169.666,3.877,3940.964,0.000,70020,3539,3443,96
118,4.720000,0.426667,3293.606,105.711,164.145,3.756,3567.218,0.000,66997,3518,3409,109
119,4.760000,0.413333,2990.799,111.718,153.234,3.558,3259.309,0.000,63376,3334,3207,127
120,4.800000,0.400000,2825.055,102.438,165.450,3.952,3096.895,0.000,62362,3245,3108,137
121,4.840000,0.386667,3048.219,98.993,142.590,3.638,3293.440,0.000,57241,3084,2916,168
122,4.880000,0.373333,2280.278,90.487,142.945,3.968,2517.678,0.000,57908,3042,2836,206
123,4.920000,0.360000,2117.530,92.619,134.363,3.584,2348.096,0.000,53719,2798,2631,167
124,4.960000,0.346667,1771.198,94.590,123.400,3.649,1992.837,0.000,49719,2581,2389,192
125,5.000000,0.333333,1473.019,94.107,118.632,3.572,1689.330,0.000,45811,2453,2280,173
126,5.040000,0.320000,1093.471,92.151,113.475,3.577,1302.674,0.000,44895,2457,2251,206
127,5.080000,0.306667,792.677,118.131,358.232,4.785,1273.825,0.000,43456,2391,2199,192
128,5.120000,0.293333,839.066,115.342,132.428,4.996,1091.832,0.000,41816,2310,2093,217
129,5.160000,0.280000,817.454,117.768,112.694,4.154,1052.070,0.000,39051,2233,1989,244
130,5.200000,0.266667,720.197,109.142,127.248,4.608,961.195,0.000,38329,2153,1915,238
131,5.240000,0.253333,794.574,118.273,108.656,4.149,1025.652,0.000,38619,2224,1925,299
132,5.280000,0.240000,794.909,109.414,115.683,4.425,1024.431,0.000,36237,2099,1810,289
133,5.320000,0.226667,703.144,106.125,106.658,4.504,920.431,0.000,35139,2089,1851,238
134,5.360000,0.213333,647.995,109.354,117.462,4.484,879.295,0.000,35977,2139,1876,263
135,5.400000,0.200000,736.027,114.996,109.624,5.002,965.649,0.000,34275,2026,1780,246
136,5.440000,0.186667,674.647,103.696,108.138,4.525,891.006,0.000,32645,2064,1810,254
137,5.480000,0.173333,622.574,88.707,88.555,4.339,804.175,0.000,31278,2007,1743,264
138,5.520000,0.160000,666.615,92.980,90.639,3.653,853.887,0.000,31887,1939,1709,230
139,5.560000,0.146667,691.782,80.080,84.462,4.136,860.460,0.000,29702,1872,1616,256
140,5.600000,0.133333,628.489,81.839,75.581,3.565,789.474,0.000,29489,1856,1599,257
141,5.640000,0.120000,631.071,94.776,79.869,3.580,809.296,0.000,27516,1814,1572,242
142,5.680000,0.106667,574.421,94.197,85.617,4.768,759.003,0.000,26003,1707,1447,260
143,5.720000,0.093333,710.430,80.430,84.706,4.408,879.974,0.000,26834,1739,1499,240
144,5.760000,0.080000,635.627,75.846,69.976,3.559,785.008,0.000,26903,1728,1447,281
145,5.800000,0.066667,585.128,85.340,72.025,4.162,746.655,0.000,24981,1664,1418,246
146,5.840000,0.053333,735.358,91.067,73.182,3.972,903.579,0.000,23668,1632,1347,285
147,5.880000,0.040000,619.054,81.194,63.093,3.982,767.323,0.000,21875,1549,1297,252
148,5.920000,0.026667,613.021,88.283,67.514,4.275,773.093,0.000,22709,1609,1359,250
149,5.960000,0.013333,627.030,90.563,80.392,4.834,802.819,0.000,22489,1603,1332,271
