frame,elapsed_s,zoom,render_us,diff_us,encode_us,reset_us,total_us,interval_us,bytes,changed_cells,glyph_changes,color_only_changes
24,0.960000,0.320000,1170.889,99.430,171.986,4.408,1446.713,0.000,50372,2622,2440,182
25,1.000000,0.333333,1926.686,488.256,185.771,4.353,2605.066,0.000,51279,2668,2497,171
26,1.040000,0.346667,1905.800,111.366,197.357,4.553,2219.076,0.000,52453,2702,2502,200
27,1.080000,0.360000,2726.812,121.873,215.406,5.004,3069.095,0.000,57439,2831,2644,187
28,1.120000,0.373333,3152.496,130.407,217.147,5.047,3505.097,0.000,57533,2967,2786,181
29,1.160000,0.386667,3030.670,96.209,182.388,3.607,3312.874,0.000,62580,3092,2926,166
30,1.200000,0.400000,3053.377,98.349,197.302,4.584,3353.612,0.000,64768,3332,3151,181
31,1.240000,0.413333,3737.323,129.844,250.661,4.738,4122.566,0.000,66103,3337,3184,153
32,1.280000,0.426667,3800.160,124.585,231.692,3.977,4160.414,0.000,69389,3483,3372,111
33,1.320000,0.440000,4294.255,104.864,208.130,3.601,4610.850,0.000,70488,3571,3478,93
34,1.360000,0.453333,3567.829,98.205,196.374,3.596,3866.004,0.000,71541,3611,3496,115
35,1.400000,0.466667,3674.917,138.383,288.184,4.150,4105.634,0.000,73205,3627,3538,89
36,1.440000,0.480000,4296.175,135.661,229.012,4.580,4665.428,0.000,74076,3687,3576,111
37,1.480000,0.493333,4344.852,112.205,208.142,3.625,4668.824,0.000,74296,3683,3589,94
38,1.520000,0.506667,3437.091,98.553,205.169,3.613,3744.426,0.000,75463,3708,3609,99
39,1.560000,0.520000,3458.663,99.869,216.746,3.629,3778.907,0.000,76494,3748,3641,107
40,1.600000,0.533333,3478.415,102.711,204.541,3.500,3789.167,0.000,75882,3766,3653,113
41,1.640000,0.546667,4329.029,135.151,269.977,3.620,4737.777,0.000,76010,3827,3723,104
42,1.680000,0.560000,4412.488,106.096,257.172,4.842,4780.598,0.000,76686,3829,3741,88
43,1.720000,0.573333,4143.603,101.486,215.280,3.584,4463.953,0.000,77248,3855,3764,91
44,1.760000,0.586667,4632.660,121.850,253.853,3.990,5012.353,0.000,82269,4026,3894,132
45,1.800000,0.600000,4547.004,134.814,308.740,4.802,4995.360,0.000,78594,4055,3951,104
46,1.840000,0.613333,4370.694,143.791,289.083,4.164,4807.732,0.000,80220,4056,3943,113
47,1.880000,0.626667,3742.323,101.505,228.196,3.490,4075.514,0.000,79951,4051,3919,132
48,1.920000,0.640000,4311.187,109.382,213.448,4.711,4638.728,0.000,77357,4111,3978,133
49,1.960000,0.653333,4775.750,138.741,289.860,4.955,5209.306,0.000,76189,4170,4026,144
50,2.000000,0.666667,4297.217,101.214,207.989,3.603,4610.023,0.000,76633,4160,3999,161
51,2.040000,0.680000,3636.295,99.346,196.572,3.504,3935.717,0.000,73051,4183,4052,131
52,2.080000,0.693333,3656.837,98.943,195.072,3.585,3954.437,0.000,73277,4197,4049,148
53,2.120000,0.706667,3635.535,98.762,202.142,3.630,3940.069,0.000,72531,4221,4062,159
54,2.160000,0.720000,4181.262,137.371,253.439,4.005,4576.077,0.000,71802,4248,4052,196
55,2.200000,0.733333,4021.879,99.326,205.008,4.827,4331.040,0.000,71459,4288,4114,174
56,2.240000,0.746667,3993.490,98.742,203.348,3.590,4299.170,0.000,72716,4251,4102,149
57,2.280000,0.760000,7098.108,121.448,220.460,3.685,7443.701,0.000,71449,4278,4110,168
58,2.320000,0.773333,7433.912,99.069,196.695,3.591,7733.267,0.000,73734,4319,4156,163
59,2.360000,0.786667,6599.914,135.766,241.035,3.629,6980.344,0.000,75136,4332,4123,209
60,2.400000,0.800000,7781.824,97.529,196.263,3.495,8079.111,0.000,71698,4370,4149,221
61,2.440000,0.813333,6528.798,99.489,187.320,3.596,6819.203,0.000,66886,4303,4007,296
62,2.480000,0.826667,6572.828,97.445,157.179,3.476,6830.928,0.000,59990,4180,3864,316
63,2.520000,0.840000,7157.003,104.778,152.257,3.604,7417.642,0.000,52591,4056,3709,347
64,2.560000,0.853333,6541.376,97.884,119.595,3.504,6762.359,0.000,42804,3790,3493,297
65,2.600000,0.866667,7148.484,134.472,137.751,5.004,7425.711,0.000,37341,3485,3237,248
66,2.640000,0.880000,7064.940,100.414,95.257,3.616,7264.227,0.000,33641,3418,3198,220
67,2.680000,0.893333,7163.378,100.941,92.045,3.601,7359.965,0.000,32010,3151,2958,193
68,2.720000,0.906667,8150.285,117.343,109.996,4.736,8382.360,0.000,30544,2910,2719,191
69,2.760000,0.920000,7686.495,106.404,88.545,3.995,7885.439,0.000,27958,2571,2357,214
70,2.800000,0.933333,6639.967,97.636,74.935,3.855,6816.393,0.000,25820,2374,2194,180
71,2.840000,0.946667,7737.162,209.974,82.464,4.461,8034.061,0.000,26920,1971,1732,239
72,2.880000,0.960000,7373.447,90.998,70.638,3.579,7538.662,0.000,24771,1910,1702,208
73,2.920000,0.973333,8168.256,117.048,56.217,5.339,8346.860,0.000,15453,1310,1164,146
74,2.960000,0.986667,7449.991,84.236,65.628,3.607,7603.462,0.000,24425,1949,1842,107
75,3.000000,1.000000,2545.601,76.833,24.797,3.523,2650.754,0.000,8726,1097,1034,63
76,3.040000,0.986667,6481.023,74.808,12.429,4.013,6572.273,0.000,4090,617,590,27
77,3.080000,0.973333,7946.786,115.240,90.311,5.108,8157.445,0.000,23663,2095,1896,199
78,3.120000,0.960000,8819.836,291.509,93.862,6.192,9211.399,0.000,21375,1734,1538,196
79,3.160000,0.946667,8570.503,124.783,80.010,4.814,8780.110,0.000,21055,1728,1424,304
80,3.200000,0.933333,6893.782,94.807,83.548,3.761,7075.898,0.000,29737,2405,2149,256
81,3.240000,0.920000,8261.504,121.005,89.082,4.551,8476.142,0.000,23907,2352,2112,240
82,3.280000,0.906667,8062.808,134.004,104.319,5.076,8306.207,0.000,26477,2304,2155,149
83,3.320000,0.893333,8292.656,99.704,93.232,3.624,8489.216,0.000,30557,2983,2819,164
84,3.360000,0.880000,7757.603,136.256,130.735,5.046,8029.640,0.000,33762,3078,2918,160
85,3.400000,0.866667,8438.720,98.793,109.722,3.609,8650.844,0.000,35772,3376,3197,179
86,3.440000,0.853333,8152.760,134.594,179.282,5.012,8471.648,0.000,43915,3597,3371,226
87,3.480000,0.840000,8721.268,137.391,198.371,4.992,9062.022,0.000,50693,3745,3494,251
88,3.520000,0.826667,7381.626,132.698,238.777,5.049,7758.150,0.000,61144,4028,3660,368
89,3.560000,0.813333,8630.936,148.141,250.215,4.570,9033.862,0.000,68634,4128,3795,333
90,3.600000,0.800000,6993.885,110.700,265.734,5.472,7375.791,0.000,71261,4256,3964,292
91,3.640000,0.786667,8610.057,133.828,282.340,4.816,9031.041,0.000,73162,4355,4099,256
92,3.680000,0.773333,8275.294,134.804,284.572,4.998,8699.668,0.000,73140,4308,4091,217
93,3.720000,0.760000,7817.797,125.941,268.244,4.852,8216.834,0.000,72485,4315,4132,183
94,3.760000,0.746667,4578.555,125.424,244.665,4.070,4952.714,0.000,73404,4281,4095,186
95,3.800000,0.733333,4843.015,140.296,260.244,4.424,5247.979,0.000,72620,4270,4099,171
96,3.840000,0.720000,4182.076,117.112,188.670,3.617,4491.475,0.000,71065,4262,4082,180
97,3.880000,0.706667,4234.730,113.323,230.717,3.990,4582.760,0.000,72937,4214,4033,181
98,3.920000,0.693333,4617.627,124.142,253.676,4.500,4999.945,0.000,73276,4230,4039,191
99,3.960000,0.680000,4536.081,101.298,327.170,3.708,4968.257,0.000,73443,4175,4027,148
100,4.000000,0.666667,4397.619,104.050,240.614,4.381,4746.664,0.000,75396,4167,4021,146
101,4.040000,0.653333,3870.794,101.784,205.104,3.488,4181.170,0.000,76340,4176,4021,155
102,4.080000,0.640000,4154.709,140.956,288.371,4.809,4588.845,0.000,78073,4096,3944,152
103,4.120000,0.626667,4466.938,131.335,289.571,4.848,4892.692,0.000,79272,4089,3976,113
104,4.160000,0.613333,4914.642,142.103,290.087,4.813,5351.645,0.000,78654,4050,3920,130
105,4.200000,0.600000,4675.790,139.726,304.083,5.195,5124.794,0.000,80847,4040,3929,111
106,4.240000,0.586667,4797.091,108.710,247.012,4.215,5157.028,0.000,81472,4051,3929,122
107,4.280000,0.573333,4384.359,139.161,285.400,5.240,4814.160,0.000,76286,4044,3918,126
108,4.320000,0.560000,4257.881,101.499,212.792,3.729,4575.901,0.000,77527,3906,3801,105
109,4.360000,0.546667,4534.314,103.792,237.526,4.008,4879.640,0.000,76410,3879,3785,94
110,4.400000,0.533333,3815.048,113.339,223.875,4.565,4156.827,0.000,75027,3808,3715,93
111,4.440000,0.520000,4562.078,133.066,275.650,4.522,4975.316,0.000,76292,3754,3657,97
112,4.480000,0.506667,4726.317,140.260,281.755,4.521,5152.853,0.000,74443,3761,3662,99
113,4.520000,0.493333,4150.340,129.718,270.835,5.016,4555.909,0.000,74633,3768,3666,102
114,4.560000,0.480000,4256.767,135.807,283.494,4.804,4680.872,0.000,73051,3715,3648,67
115,4.600000,0.466667,3932.043,128.752,267.323,4.493,4332.611,0.000,69521,3649,3557,92
116,4.640000,0.453333,4363.518,118.850,260.977,4.569,4747.914,0.000,69049,3539,3437,102
117,4.680000,0.440000,4540.580,103.664,228.643,4.957,4877.844,0.000,67920,3551,3457,94
118,4.720000,0.426667,4004.789,132.608,248.937,4.854,4391.188,0.000,66663,3553,3462,91
119,4.760000,0.413333,3851.656,143.911,258.912,5.066,4259.545,0.000,63974,3398,3296,102
120,4.800000,0.400000,3811.771,126.199,228.554,4.567,4171.091,0.000,62413,3249,3099,150
121,4.840000,0.386667,3680.642,132.737,238.536,3.697,4055.612,0.000,59429,3159,2992,167
122,4.880000,0.373333,3065.629,133.924,215.102,4.664,3419.319,0.000,55154,3026,2827,199
123,4.920000,0.360000,2509.609,121.753,210.296,5.021,2846.679,0.000,53279,2824,2655,169
124,4.960000,0.346667,2298.883,124.901,202.352,4.745,2630.881,0.000,50663,2636,2463,173
125,5.000000,0.333333,2065.937,129.388,194.310,4.864,2394.499,0.000,48693,2563,2383,180
126,5.040000,0.320000,1423.082,126.302,188.994,5.344,1743.722,0.000,45505,2480,2288,192
127,5.080000,0.306667,1016.251,124.020,176.948,4.955,1322.174,0.000,44450,2467,2276,191
128,5.120000,0.293333,828.005,91.371,129.317,3.593,1052.286,0.000,42582,2404,2176,228
129,5.160000,0.280000,640.356,92.252,121.334,3.749,857.691,0.000,40500,2298,2025,273
130,5.200000,0.266667,820.414,123.333,168.447,5.044,1117.238,0.000,39563,2259,2007,252
131,5.240000,0.253333,849.203,118.558,161.172,5.023,1133.956,0.000,36871,2163,1952,211
132,5.280000,0.240000,855.526,116.488,153.351,4.289,1129.654,0.000,36711,2176,1974,202
133,5.320000,0.226667,789.860,111.718,127.309,4.965,1033.852,0.000,34633,2156,1895,261
134,5.360000,0.213333,835.875,121.610,132.436,4.799,1094.720,0.000,34770,2038,1789,249
135,5.400000,0.200000,797.390,107.729,116.891,5.033,1027.043,0.000,33734,2060,1818,242
136,5.440000,0.186667,957.351,114.774,116.378,5.118,1193.621,0.000,31979,2002,1742,260
137,5.480000,0.173333,858.319,106.841,104.977,4.370,1074.507,0.000,31923,1967,1692,275
138,5.520000,0.160000,707.109,108.701,104.453,4.411,924.674,0.000,30351,1999,1719,280
139,5.560000,0.146667,696.450,104.384,115.394,5.254,921.482,0.000,30054,1887,1610,277
140,5.600000,0.133333,811.614,105.767,105.107,3.999,1026.487,0.000,28694,1791,1528,263
141,5.640000,0.120000,733.199,108.831,108.694,5.245,955.969,0.000,27019,1751,1465,286
142,5.680000,0.106667,691.934,75.692,71.703,3.490,842.819,0.000,25075,1686,1404,282
143,5.720000,0.093333,575.403,73.556,73.420,3.603,725.982,0.000,25822,1722,1441,281
144,5.760000,0.080000,579.507,97.789,91.476,4.684,773.456,0.000,25813,1712,1418,294
145,5.800000,0.066667,781.884,99.717,89.860,4.380,975.841,0.000,25006,1684,1388,296
146,5.840000,0.053333,785.223,102.547,94.840,5.034,987.644,0.000,23881,1657,1370,287
147,5.880000,0.040000,804.057,103.236,72.607,4.010,983.910,0.000,23050,1606,1327,279
148,5.920000,0.026667,695.183,98.775,81.951,4.557,880.466,0.000,22625,1621,1339,282
149,5.960000,0.013333,747.965,80.020,73.767,3.897,905.649,0.000,23049,1564,1279,285
